DESCRIZIONE MATRICE (1°livello),DESCRIZIONE MATRICE (2° livello),Data inizio,Data fine,Comune di prelievo,Provincia,Nuclide,Attività specifica,Unità di misura,Column,Column2,* n.r.: non rilevabile (risultato inferiore alla sensibilità analitica),Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
DEPOSIZIONE,FALLOUT TOTALE,2019-06-01T22:00:00Z,2019-07-01T22:00:00Z,SONDRIO,SO,BE-7,474.0,BQ/M2,,,,,,,,,,,,,,,,
DEPOSIZIONE,FALLOUT TOTALE,2019-06-01T22:00:00Z,2019-07-01T22:00:00Z,SONDRIO,SO,CS-137,0.257,BQ/M2,,,,,,,,,,,,,,,,
DEPOSIZIONE,FALLOUT TOTALE,2019-07-01T22:00:00Z,2019-08-01T22:00:00Z,SONDRIO,SO,BE-7,174.0,BQ/M2,,,,,,,,,,,,,,,,
DEPOSIZIONE,FALLOUT TOTALE,2019-07-01T22:00:00Z,2019-08-01T22:00:00Z,SONDRIO,SO,CS-137,0.138,BQ/M2,,,,,,,,,,,,,,,,
DEPOSIZIONE,FALLOUT TOTALE,2019-08-01T22:00:00Z,2019-09-02T22:00:00Z,SONDRIO,SO,BE-7,307.0,BQ/M2,,,,,,,,,,,,,,,,
DEPOSIZIONE,FALLOUT TOTALE,2019-08-01T22:00:00Z,2019-09-02T22:00:00Z,SONDRIO,SO,CS-137,0.074,BQ/M2,,,,,,,,,,,,,,,,
DEPOSIZIONE,FALLOUT TOTALE,2019-09-01T22:00:00Z,2019-09-30T22:00:00Z,SONDRIO,SO,BE-7,67.4,BQ/M2,,,,,,,,,,,,,,,,
DEPOSIZIONE,FALLOUT TOTALE,2019-09-01T22:00:00Z,2019-09-30T22:00:00Z,SONDRIO,SO,CS-137,n.r.,BQ/M2,,,,,,,,,,,,,,,,
DEPOSIZIONE,FALLOUT TOTALE,2019-09-30T22:00:00Z,2019-11-03T23:00:00Z,SONDRIO,SO,BE-7,248.0,BQ/M2,,,,,,,,,,,,,,,,
DEPOSIZIONE,FALLOUT TOTALE,2019-09-30T22:00:00Z,2019-11-03T23:00:00Z,SONDRIO,SO,CS-137,0.057,BQ/M2,,,,,,,,,,,,,,,,
DEPOSIZIONE,FALLOUT TOTALE,2019-11-03T23:00:00Z,2019-12-01T23:00:00Z,SONDRIO,SO,BE-7,164.0,BQ/M2,,,,,,,,,,,,,,,,
DEPOSIZIONE,FALLOUT TOTALE,2019-11-03T23:00:00Z,2019-12-01T23:00:00Z,SONDRIO,SO,CS-137,n.r.,BQ/M2,,,,,,,,,,,,,,,,
DEPOSIZIONE,FALLOUT TOTALE,2019-12-01T23:00:00Z,2020-01-02T23:00:00Z,SONDRIO,SO,BE-7,44.8,BQ/M2,,,,,,,,,,,,,,,,
DEPOSIZIONE,FALLOUT TOTALE,2019-12-01T23:00:00Z,2020-01-02T23:00:00Z,SONDRIO,SO,CS-137,n.r.,BQ/M2,,,,,,,,,,,,,,,,
DERIVATI CEREALI,FARINA GRANO TENERO,2019-11-06T08:30:00Z,2019-11-06T08:30:00Z,CORNAREDO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
DERIVATI CEREALI,FARINA GRANO TENERO,2019-05-21T08:00:00Z,2019-05-21T08:00:00Z,MAGENTA,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
DERIVATI CEREALI,FARINA GRANO TENERO,2019-02-21T09:30:00Z,2019-02-21T09:30:00Z,SAN DONATO MILANESE,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
DERIVATI CEREALI,PASTA,2019-11-19T10:30:00Z,2019-11-19T10:30:00Z,CINISELLO BALSAMO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
DERIVATI CEREALI,PASTA,2019-05-21T08:00:00Z,2019-05-21T08:00:00Z,RHO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
DERIVATI CEREALI,PASTA,2019-09-04T09:15:00Z,2019-09-04T09:15:00Z,ROZZANO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
DERIVATI DEL LATTE,FORMAGGIO GRANA - Grana Padano,2019-12-02T08:00:00Z,2019-12-02T08:00:00Z,CARBONARA AL TICINO,PV,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
FORAGGIO,FIENO,2019-07-15T22:00:00Z,2019-07-15T22:00:00Z,CROTTA D'ADDA,CR,CS-137,n.r.,Bq/KG,,,,,,,,,,,,,,,,
FORAGGIO,MANGIME UNIFEED,2019-02-18T23:00:00Z,2019-02-18T23:00:00Z,CROTTA D'ADDA,CR,CS-137,0.099,BQ/KG,,,,,,,,,,,,,,,,
FORAGGIO,MANGIME UNIFEED,2019-02-19T07:40:00Z,2019-02-19T07:40:00Z,CROTTA D'ADDA,CR,SR-90,0.17,BQ/KG,,,,,,,,,,,,,,,,
FORAGGIO,MANGIME UNIFEED,2019-05-20T22:00:00Z,2019-05-20T22:00:00Z,CROTTA D'ADDA,CR,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
FORAGGIO,MANGIME UNIFEED,2019-08-19T22:00:00Z,2019-08-19T22:00:00Z,CROTTA D'ADDA,CR,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
FORAGGIO,MANGIME UNIFEED,2019-11-18T23:00:00Z,2019-11-18T23:00:00Z,CROTTA D'ADDA,CR,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
FRUTTA,KIWI,2019-12-09T08:45:00Z,2019-12-09T08:45:00Z,MILANO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
FRUTTA,LIMONI,2019-02-04T09:20:00Z,2019-02-04T09:20:00Z,MILANO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
FRUTTA,MELE,2019-01-20T23:00:00Z,2019-01-20T23:00:00Z,MANTOVA,MN,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
FRUTTA,MELE,2019-10-10T22:00:00Z,2019-10-10T22:00:00Z,MANTOVA,MN,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
FRUTTA,MELE,2019-04-14T22:00:00Z,2019-04-14T22:00:00Z,VOLTA MANTOVANA,MN,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
FRUTTA,PERE,2019-04-15T08:30:00Z,2019-04-15T08:30:00Z,MAGENTA,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
FRUTTA,PESCHE,2019-07-23T08:00:00Z,2019-07-23T08:00:00Z,MILANO,MI,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
FRUTTA,PESCHE,2019-07-14T22:00:00Z,2019-07-14T22:00:00Z,CURTATONE,MN,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,AGROCYBE AEGERITA,2019-08-07T22:00:00Z,2019-08-07T22:00:00Z,COLICO,LC,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,AGROCYBE AEGERITA,2019-08-07T22:00:00Z,2019-08-07T22:00:00Z,COLICO,LC,K-40,159.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,ALBATRELLUS OVINUS,2019-09-24T22:00:00Z,2019-09-24T22:00:00Z,PEZZAZE,BS,CS-137,28.8,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,ARMILLARIA MELLEA,2019-10-14T22:00:00Z,2019-10-14T22:00:00Z,COMO,CO,CS-137,17.9,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,ARMILLARIA MELLEA,2019-10-14T22:00:00Z,2019-10-14T22:00:00Z,COMO,CO,K-40,152.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,ARMILLARIA MELLEA,2019-10-10T22:00:00Z,2019-10-10T22:00:00Z,SIRTORI,LC,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,ARMILLARIA MELLEA,2019-10-10T22:00:00Z,2019-10-10T22:00:00Z,SIRTORI,LC,K-40,183.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,ARMILLARIA MELLEA,2019-11-27T23:00:00Z,2019-11-27T23:00:00Z,VARESE,VA,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,ARMILLARIA MELLEA,2019-11-27T23:00:00Z,2019-11-27T23:00:00Z,VARESE,VA,K-40,227.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,BOLETUS AESTIVALIS,2019-08-20T22:00:00Z,2019-08-20T22:00:00Z,SAMOLACO,SO,CS-137,8.1,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,BOLETUS BADIUS o XEROCOMUS BADIUS,2019-09-17T22:00:00Z,2019-09-17T22:00:00Z,GROMO,BG,CS-137,57.8,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,BOLETUS BADIUS o XEROCOMUS BADIUS,2019-09-24T22:00:00Z,2019-09-24T22:00:00Z,PEZZAZE,BS,CS-137,318.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,BOLETUS ELEGANS o SUILLUS GREVILLEI,2019-09-02T07:00:00Z,2019-09-02T07:00:00Z,PISOGNE,BS,CS-137,30.3,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,BOLETUS ELEGANS o SUILLUS GREVILLEI,2019-09-25T22:00:00Z,2019-09-25T22:00:00Z,TIRANO,SO,CS-137,25.4,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,BOLETUS ERYTHROPUS,2019-09-17T22:00:00Z,2019-09-17T22:00:00Z,GROMO,BG,CS-137,17.7,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,HYDNUM REPANDUM,2019-09-22T22:00:00Z,2019-09-22T22:00:00Z,AVERARA,BG,CS-137,324.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,HYDNUM REPANDUM,2019-09-24T22:00:00Z,2019-09-24T22:00:00Z,PEZZAZE,BS,CS-137,1050.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,HYDNUM REPANDUM,2019-10-07T22:00:00Z,2019-10-07T22:00:00Z,COMO,CO,CS-137,1460.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,HYDNUM REPANDUM,2019-10-07T22:00:00Z,2019-10-07T22:00:00Z,COMO,CO,CS-137,1460.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,HYDNUM REPANDUM,2019-10-07T22:00:00Z,2019-10-07T22:00:00Z,COMO,CO,K-40,148.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,HYDNUM REPANDUM,2019-10-07T22:00:00Z,2019-10-07T22:00:00Z,COMO,CO,K-40,123.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,LACTARIUS DELICIOSUS,2019-09-17T22:00:00Z,2019-09-17T22:00:00Z,GROMO,BG,CS-137,12.9,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,LACTARIUS DETERRIMUS,2019-09-24T22:00:00Z,2019-09-24T22:00:00Z,PEZZAZE,BS,CS-137,20.3,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,LECCINUM SCABRUM,2019-09-23T22:00:00Z,2019-09-23T22:00:00Z,PEZZAZE,BS,CS-137,42.1,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,MACROLEPIOTA PROCERA,2019-09-17T22:00:00Z,2019-09-17T22:00:00Z,GROMO,BG,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,MACROLEPIOTA PROCERA,2019-08-29T22:00:00Z,2019-08-29T22:00:00Z,CASTELLO DELL'ACQUA,SO,CS-137,0.219,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,PORCINI SPONTANEI (Boletus edulis),2019-08-29T22:00:00Z,2019-08-29T22:00:00Z,VENDROGNO,LC,CS-137,60.4,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,PORCINI SPONTANEI (Boletus edulis),2019-08-29T22:00:00Z,2019-08-29T22:00:00Z,VENDROGNO,LC,K-40,71.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,PORCINI SPONTANEI (Boletus edulis),2019-11-05T23:00:00Z,2019-11-05T23:00:00Z,DESIO,MB,CS-137,2.6,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,PORCINI SPONTANEI (Boletus edulis),2019-11-05T23:00:00Z,2019-11-05T23:00:00Z,DESIO,MB,K-40,74.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,PORCINI SPONTANEI (Boletus edulis),2019-09-18T22:00:00Z,2019-09-18T22:00:00Z,MORAZZONE,VA,CS-137,5.1,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,PORCINI SPONTANEI (Boletus edulis),2019-09-18T22:00:00Z,2019-09-18T22:00:00Z,MORAZZONE,VA,K-40,123.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,RUSSULA CYANOXANTHA,2019-08-21T22:00:00Z,2019-08-21T22:00:00Z,DELEBIO,SO,CS-137,153.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,SARCODON IMBRICATUS,2019-09-17T22:00:00Z,2019-09-17T22:00:00Z,GROMO,BG,CS-137,64.6,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,SARCODON IMBRICATUS,2019-09-10T22:00:00Z,2019-09-10T22:00:00Z,TAVERNOLE SUL MELLA,BS,CS-137,138.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,XEROCOMUS COMUNIS,2019-10-07T22:00:00Z,2019-10-07T22:00:00Z,COMO,CO,CS-137,522.0,BQ/KG,,,,,,,,,,,,,,,,
FUNGHI,XEROCOMUS COMUNIS,2019-10-07T22:00:00Z,2019-10-07T22:00:00Z,COMO,CO,K-40,135.0,BQ/KG,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-01-21T23:00:00Z,2019-01-21T23:00:00Z,CROTTA D'ADDA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-01-21T23:00:00Z,2019-01-21T23:00:00Z,CROTTA D'ADDA,CR,K-40,51.9,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-02-18T23:00:00Z,2019-02-18T23:00:00Z,CROTTA D'ADDA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-02-18T23:00:00Z,2019-02-18T23:00:00Z,CROTTA D'ADDA,CR,K-40,50.1,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-03-18T23:00:00Z,2019-03-18T23:00:00Z,CROTTA D'ADDA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-03-18T23:00:00Z,2019-03-18T23:00:00Z,CROTTA D'ADDA,CR,K-40,50.1,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-04-15T22:00:00Z,2019-04-15T22:00:00Z,CROTTA D'ADDA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-04-15T22:00:00Z,2019-04-15T22:00:00Z,CROTTA D'ADDA,CR,K-40,50.3,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-05-20T22:00:00Z,2019-05-20T22:00:00Z,CROTTA D'ADDA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-05-20T22:00:00Z,2019-05-20T22:00:00Z,CROTTA D'ADDA,CR,K-40,52.9,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-06-17T22:00:00Z,2019-06-17T22:00:00Z,CROTTA D'ADDA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-06-17T22:00:00Z,2019-06-17T22:00:00Z,CROTTA D'ADDA,CR,K-40,52.7,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-07-16T06:40:00Z,2019-07-16T06:40:00Z,CROTTA D'ADDA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-07-16T06:40:00Z,2019-07-16T06:40:00Z,CROTTA D'ADDA,CR,K-40,50.4,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-08-19T22:00:00Z,2019-08-19T22:00:00Z,CROTTA D'ADDA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-08-19T22:00:00Z,2019-08-19T22:00:00Z,CROTTA D'ADDA,CR,K-40,50.7,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-09-17T06:25:00Z,2019-09-17T06:25:00Z,CROTTA D'ADDA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-09-17T06:25:00Z,2019-09-17T06:25:00Z,CROTTA D'ADDA,CR,K-40,50.4,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-10-14T22:00:00Z,2019-10-14T22:00:00Z,CROTTA D'ADDA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-10-14T22:00:00Z,2019-10-14T22:00:00Z,CROTTA D'ADDA,CR,K-40,48.4,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-11-18T23:00:00Z,2019-11-18T23:00:00Z,CROTTA D'ADDA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-11-18T23:00:00Z,2019-11-18T23:00:00Z,CROTTA D'ADDA,CR,K-40,49.2,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-12-16T23:00:00Z,2019-12-16T23:00:00Z,CROTTA D'ADDA,CR,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO CRUDO,2019-12-16T23:00:00Z,2019-12-16T23:00:00Z,CROTTA D'ADDA,CR,K-40,46.5,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-01-23T23:00:00Z,2019-01-23T23:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-01-23T23:00:00Z,2019-01-23T23:00:00Z,VERNATE,MI,K-40,49.8,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-01-23T23:00:00Z,2019-01-23T23:00:00Z,VERNATE,MI,SR-90,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-01-31T23:00:00Z,2019-01-31T23:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-01-31T23:00:00Z,2019-01-31T23:00:00Z,VERNATE,MI,K-40,48.5,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-01-31T23:00:00Z,2019-01-31T23:00:00Z,VERNATE,MI,SR-90,0.0103,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-03-21T23:00:00Z,2019-03-21T23:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-03-21T23:00:00Z,2019-03-21T23:00:00Z,VERNATE,MI,K-40,50.6,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-03-21T23:00:00Z,2019-03-21T23:00:00Z,VERNATE,MI,SR-90,0.008,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-04-04T22:00:00Z,2019-04-04T22:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-04-04T22:00:00Z,2019-04-04T22:00:00Z,VERNATE,MI,K-40,49.6,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-05-16T22:00:00Z,2019-05-16T22:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-05-16T22:00:00Z,2019-05-16T22:00:00Z,VERNATE,MI,K-40,47.2,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-05-16T22:00:00Z,2019-05-16T22:00:00Z,VERNATE,MI,SR-90,0.018,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-06-10T22:00:00Z,2019-06-10T22:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-06-10T22:00:00Z,2019-06-10T22:00:00Z,VERNATE,MI,K-40,51.1,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-07-02T22:00:00Z,2019-07-02T22:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-07-02T22:00:00Z,2019-07-02T22:00:00Z,VERNATE,MI,K-40,48.7,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-08-07T22:00:00Z,2019-08-07T22:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-08-07T22:00:00Z,2019-08-07T22:00:00Z,VERNATE,MI,K-40,49.6,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-08-07T22:00:00Z,2019-08-07T22:00:00Z,VERNATE,MI,SR-90,0.0165,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-09-04T22:00:00Z,2019-09-04T22:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-09-04T22:00:00Z,2019-09-04T22:00:00Z,VERNATE,MI,K-40,50.1,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-09-04T22:00:00Z,2019-09-04T22:00:00Z,VERNATE,MI,SR-90,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-10-23T22:00:00Z,2019-10-23T22:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-10-23T22:00:00Z,2019-10-23T22:00:00Z,VERNATE,MI,K-40,48.0,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-11-17T23:00:00Z,2019-11-17T23:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-11-17T23:00:00Z,2019-11-17T23:00:00Z,VERNATE,MI,K-40,51.4,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-12-19T23:00:00Z,2019-12-19T23:00:00Z,VERNATE,MI,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-12-19T23:00:00Z,2019-12-19T23:00:00Z,VERNATE,MI,K-40,47.4,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-01-01T10:15:00Z,2019-03-30T23:00:00Z,CHIURO,SO,SR-90,0.027,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-01-01T23:00:00Z,2019-01-01T23:00:00Z,CHIURO,SO,CS-137,0.064,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-01-01T23:00:00Z,2019-01-01T23:00:00Z,CHIURO,SO,K-40,51.1,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-01-31T23:00:00Z,2019-01-31T23:00:00Z,CHIURO,SO,CS-137,0.071,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-01-31T23:00:00Z,2019-01-31T23:00:00Z,CHIURO,SO,K-40,51.2,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-02-28T23:00:00Z,2019-02-28T23:00:00Z,CHIURO,SO,CS-137,0.049,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-02-28T23:00:00Z,2019-02-28T23:00:00Z,CHIURO,SO,K-40,51.7,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-03-31T22:00:00Z,2019-03-31T22:00:00Z,CHIURO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-03-31T22:00:00Z,2019-03-31T22:00:00Z,CHIURO,SO,K-40,48.5,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-04-01T07:10:00Z,2019-06-29T22:00:00Z,CHIURO,SO,SR-90,0.0122,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-05-01T22:00:00Z,2019-05-01T22:00:00Z,CHIURO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-05-01T22:00:00Z,2019-05-01T22:00:00Z,CHIURO,SO,K-40,50.4,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-06-02T22:00:00Z,2019-06-02T22:00:00Z,CHIURO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-06-02T22:00:00Z,2019-06-02T22:00:00Z,CHIURO,SO,K-40,53.5,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-06-30T22:00:00Z,2019-06-30T22:00:00Z,CHIURO,SO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-06-30T22:00:00Z,2019-06-30T22:00:00Z,CHIURO,SO,K-40,50.1,BQ/L,,,,,,,,,,,,,,,,
LATTE,LATTE VACCINO INTERO PASTORIZZATO,2019-06-30T22:00:00Z,2019-09-29T22:00:00Z,CHIURO,SO,SR-90,0.0142,BQ/L,,,,,,,,,,,,,,,,
