,BACINO IDROGRAFICO,LAGO,CORPO IDRICO,PROVINCIA,COMUNE,COORD X,COORD Y,Codice Stazione,Descrizione Profondità,Profondità,DATA CAMPIONAMENTO,PARAMETRO,CAS,UM,VALORE,ParameterIdentificationSystem
461,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Azoto nitroso,14797-65-0,mg-L-N,0.0094,CAS
462,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Azoto Totale,17778-88-0,mg-L-N,0.84,CAS
463,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
464,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Calcio,7440-70-2,mg-L,36.0,CAS
465,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Cloruri,16887-00-6,mg-L-Cl,1.9,CAS
466,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,268.0,WISE
467,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Cromo totale,7440-47-3,µg-L,lt-2,CAS
468,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Durezza (totale),20001,mg-L-CaCO3,131.0,CAS
469,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Fluoruri,16984-48-8,µg-L,lt-250,CAS
470,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Fosforo Totale,7723-14-0,µg-L-P,23.0,CAS
471,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Magnesio,7439-95-4,mg-L,10.0,CAS
472,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
473,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Nichel,7440-02-0,µg-L,lt-2,CAS
474,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Ortofosfato,14265-44-2,µg-L-P,12.0,CAS
475,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Ossigeno % di saturazione,3131-01-9,%-sat.,107.9,WISE
476,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Ossigeno disciolto,7782-44-7,mg-L-O2,12.6,CAS
477,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,pH,12408-02-5,pH,8.5,CAS
478,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Piombo,7439-92-1,µg-L,lt-1,CAS
479,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Potassio,7440-09-7,mg-L,0.5,CAS
480,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Rame,7440-50-8,µg-L,lt-2,CAS
481,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Silicati reattivi,1344-09-8,mg-L-SiO2,0.88,CAS
482,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Sodio,7440-23-5,mg-L,2.0,CAS
483,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Solfati,14808-79-8,mg-L-SO4,37.0,CAS
484,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Temperatura acqua,3121-01-5,°C,8.6,WISE
485,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-04-10,Zinco,7440-66-6,µg-L,lt-10,CAS
486,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Alcalinità,71-52-3,meq-L,NV,CAS
487,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Arsenico,7440-38-2,µg-L,lt-1,CAS
488,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Azoto ammoniacale,14798-03-9,mg-L-N,0.044,CAS
489,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Azoto nitrico,14797-55-8,mg-L-N,0.59,CAS
490,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Azoto nitroso,14797-65-0,mg-L-N,0.0076,CAS
491,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Azoto Totale,17778-88-0,mg-L-N,0.84,CAS
492,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
493,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Calcio,7440-70-2,mg-L,31.0,CAS
494,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Cloruri,16887-00-6,mg-L-Cl,1.8,CAS
495,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,230.0,WISE
496,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Cromo totale,7440-47-3,µg-L,lt-2,CAS
497,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Durezza (totale),20001,mg-L-CaCO3,114.0,CAS
498,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Fluoruri,16984-48-8,µg-L,lt-250,CAS
499,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Fosforo Totale,7723-14-0,µg-L-P,23.0,CAS
500,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Magnesio,7439-95-4,mg-L,9.0,CAS
501,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
502,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Nichel,7440-02-0,µg-L,lt-2,CAS
503,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Ortofosfato,14265-44-2,µg-L-P,12.0,CAS
504,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Ossigeno % di saturazione,3131-01-9,%-sat.,126.9,WISE
505,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Ossigeno disciolto,7782-44-7,mg-L-O2,14.0,CAS
506,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,pH,12408-02-5,pH,8.3,CAS
507,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Piombo,7439-92-1,µg-L,lt-1,CAS
508,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Potassio,7440-09-7,mg-L,0.6,CAS
509,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Rame,7440-50-8,µg-L,lt-2,CAS
510,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Silicati reattivi,1344-09-8,mg-L-SiO2,2.47,CAS
511,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Sodio,7440-23-5,mg-L,2.0,CAS
512,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Solfati,14808-79-8,mg-L-SO4,27.0,CAS
513,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Temperatura acqua,3121-01-5,°C,11.0,WISE
514,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-06-16,Zinco,7440-66-6,µg-L,lt-10,CAS
515,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Alcalinità,71-52-3,meq-L,NV,CAS
516,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Arsenico,7440-38-2,µg-L,lt-1,CAS
517,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Azoto ammoniacale,14798-03-9,mg-L-N,lt-0.015,CAS
518,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Azoto nitrico,14797-55-8,mg-L-N,0.66,CAS
519,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Azoto nitroso,14797-65-0,mg-L-N,lt-0.0015,CAS
520,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Azoto Totale,17778-88-0,mg-L-N,0.83,CAS
521,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
522,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Calcio,7440-70-2,mg-L,39.0,CAS
523,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Cloruri,16887-00-6,mg-L-Cl,1.9,CAS
524,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,246.0,WISE
525,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Cromo totale,7440-47-3,µg-L,lt-2,CAS
526,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Durezza (totale),20001,mg-L-CaCO3,130.0,CAS
527,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Fluoruri,16984-48-8,µg-L,lt-250,CAS
528,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Fosforo Totale,7723-14-0,µg-L-P,19.0,CAS
529,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Magnesio,7439-95-4,mg-L,8.0,CAS
530,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
531,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Nichel,7440-02-0,µg-L,lt-2,CAS
532,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Ortofosfato,14265-44-2,µg-L-P,15.0,CAS
533,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Ossigeno % di saturazione,3131-01-9,%-sat.,71.3,WISE
534,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Ossigeno disciolto,7782-44-7,mg-L-O2,7.8,CAS
535,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,pH,12408-02-5,pH,8.0,CAS
536,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Piombo,7439-92-1,µg-L,lt-1,CAS
537,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Potassio,7440-09-7,mg-L,1.0,CAS
538,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Rame,7440-50-8,µg-L,lt-2,CAS
539,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Silicati reattivi,1344-09-8,mg-L-SiO2,2.44,CAS
540,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Sodio,7440-23-5,mg-L,1.0,CAS
541,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Solfati,14808-79-8,mg-L-SO4,39.0,CAS
542,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Temperatura acqua,3121-01-5,°C,11.3,WISE
543,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,13.0,2019-08-07,Zinco,7440-66-6,µg-L,lt-10,CAS
544,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Alcalinità,71-52-3,meq-L,NV,CAS
545,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Arsenico,7440-38-2,µg-L,lt-1,CAS
546,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Azoto ammoniacale,14798-03-9,mg-L-N,0.08,CAS
547,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Azoto nitrico,14797-55-8,mg-L-N,0.45,CAS
548,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Azoto nitroso,14797-65-0,mg-L-N,0.0027,CAS
549,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Azoto Totale,17778-88-0,mg-L-N,0.94,CAS
550,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Cadmio,7440-43-9,µg-L,lt-0.04,CAS
551,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Calcio,7440-70-2,mg-L,26.9,CAS
552,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Cloruri,16887-00-6,mg-L-Cl,1.6,CAS
553,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Conducibilità elettrica a 20°C,3142-01-6,µS-cm,198.0,WISE
554,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Cromo totale,7440-47-3,µg-L,lt-2,CAS
555,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Durezza (totale),20001,mg-L-CaCO3,96.0,CAS
556,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Fluoruri,16984-48-8,µg-L,lt-250,CAS
557,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Fosforo Totale,7723-14-0,µg-L-P,33.0,CAS
558,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Magnesio,7439-95-4,mg-L,7.1,CAS
559,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Mercurio,7439-97-6,µg-L,lt-0.03,CAS
560,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Nichel,7440-02-0,µg-L,lt-2,CAS
561,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Ortofosfato,14265-44-2,µg-L-P,14.0,CAS
562,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Ossigeno % di saturazione,3131-01-9,%-sat.,99.9,WISE
563,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Ossigeno disciolto,7782-44-7,mg-L-O2,10.0,CAS
564,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,pH,12408-02-5,pH,8.4,CAS
565,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Piombo,7439-92-1,µg-L,lt-1,CAS
566,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Potassio,7440-09-7,mg-L,0.7,CAS
567,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Rame,7440-50-8,µg-L,lt-2,CAS
568,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Silicati reattivi,1344-09-8,mg-L-SiO2,2.97,CAS
569,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Sodio,7440-23-5,mg-L,1.5,CAS
570,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Solfati,14808-79-8,mg-L-SO4,21.0,CAS
571,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Temperatura acqua,3121-01-5,°C,15.4,WISE
572,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,8.0,2019-09-17,Zinco,7440-66-6,µg-L,lt-10,CAS
573,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Alcalinità,71-52-3,meq-L,NV,CAS
574,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Arsenico,7440-38-2,µg-L,lt-1,CAS
575,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Azoto ammoniacale,14798-03-9,mg-L-N,0.05,CAS
576,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Azoto nitrico,14797-55-8,mg-L-N,0.75,CAS
577,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Azoto nitroso,14797-65-0,mg-L-N,lt-0.0015,CAS
578,Oglio,IDRO,IT03POOG3CH2LN1LO,BS,ANFO,617507,5070348,POOG3CH2LN1lo1,Lago-d-Idro-4/5-epilimnio,10.0,2019-12-04,Azoto Totale,17778-88-0,mg-L-N,1.65,CAS
