"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"DATO:
DATI ANALITICI ACQUE SOTTERRANEE","","FONTE DATI:
ARPA Lombardia","ANNO DI RIFERIMENTO:
2018","","","Sostanze Perfluoroalchiliche 
– PFAS – ","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"GWB","PROVINCIA","COMUNE","CODICE PP","COORD X","COORD Y","DATA CAMPIONAMENTO","SOSTANZA","CAS","UM","CONCENTRAZIONE"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","3/27/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","3/27/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","3/27/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","3/27/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","3/27/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","3/27/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","3/27/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","3/27/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0007"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","3/27/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","3/27/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","9/4/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","9/4/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","9/4/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","9/4/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","9/4/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","9/4/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","9/4/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","9/4/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","9/4/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","9/4/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0008"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","9/4/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","9/4/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","12/13/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","12/13/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","12/13/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","12/13/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","12/13/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","12/13/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","12/13/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","12/13/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","12/13/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","12/13/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","12/13/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APOM","BS","Pontoglio","PO0171500UC557","566999","5046842","12/13/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISI MPMOM","BS","Pralboino","PO0171520UC566","595970","5013690","5/7/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISI MPMOM","BS","Pralboino","PO0171520UC566","595970","5013690","5/7/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISI MPMOM","BS","Pralboino","PO0171520UC566","595970","5013690","5/7/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISI MPMOM","BS","Pralboino","PO0171520UC566","595970","5013690","5/7/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISI MPMOM","BS","Pralboino","PO0171520UC566","595970","5013690","5/7/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISI MPMOM","BS","Pralboino","PO0171520UC566","595970","5013690","5/7/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISI MPMOM","BS","Pralboino","PO0171520UC566","595970","5013690","5/7/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISI MPMOM","BS","Pralboino","PO0171520UC566","595970","5013690","5/7/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISI MPMOM","BS","Pralboino","PO0171520UC566","595970","5013690","5/7/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISI MPMOM","BS","Pralboino","PO0171520UC566","595970","5013690","5/7/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISI MPMOM","BS","Pralboino","PO0171520UC566","595970","5013690","5/7/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISI MPMOM","BS","Pralboino","PO0171520UC566","595970","5013690","5/7/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","5/10/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","5/10/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","5/10/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","5/10/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","5/10/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","5/10/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","5/10/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","5/10/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","5/10/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","5/10/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0004"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","5/10/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","5/10/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","8/28/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","8/28/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","8/28/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","8/28/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","8/28/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","8/28/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","8/28/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","8/28/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","8/28/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","8/28/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0007"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","8/28/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","8/28/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","12/4/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","12/4/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","12/4/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","12/4/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","12/4/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","12/4/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","12/4/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","12/4/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","12/4/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","12/4/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0002"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","12/4/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APOM","BS","Rovato","PO0171660UC529","579372","5046593","12/4/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB FTR","BS","Villa Carcina","PO0171990UC036","593267","5053335","3/28/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB FTR","BS","Villa Carcina","PO0171990UC036","593267","5053335","3/28/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB FTR","BS","Villa Carcina","PO0171990UC036","593267","5053335","3/28/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB FTR","BS","Villa Carcina","PO0171990UC036","593267","5053335","3/28/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB FTR","BS","Villa Carcina","PO0171990UC036","593267","5053335","3/28/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB FTR","BS","Villa Carcina","PO0171990UC036","593267","5053335","3/28/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB FTR","BS","Villa Carcina","PO0171990UC036","593267","5053335","3/28/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB FTR","BS","Villa Carcina","PO0171990UC036","593267","5053335","3/28/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB FTR","BS","Villa Carcina","PO0171990UC036","593267","5053335","3/28/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,008"
"GWB FTR","BS","Villa Carcina","PO0171990UC036","593267","5053335","3/28/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0006"
"GWB FTR","BS","Villa Carcina","PO0171990UC036","593267","5053335","3/28/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB FTR","BS","Villa Carcina","PO0171990UC036","593267","5053335","3/28/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISI MPMOM","MN","Acquanegra sul Chiese","PO020001NU0001","613574","5003079","5/9/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISI MPMOM","MN","Acquanegra sul Chiese","PO020001NU0001","613574","5003079","5/9/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISI MPMOM","MN","Acquanegra sul Chiese","PO020001NU0001","613574","5003079","5/9/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISI MPMOM","MN","Acquanegra sul Chiese","PO020001NU0001","613574","5003079","5/9/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISI MPMOM","MN","Acquanegra sul Chiese","PO020001NU0001","613574","5003079","5/9/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISI MPMOM","MN","Acquanegra sul Chiese","PO020001NU0001","613574","5003079","5/9/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISI MPMOM","MN","Acquanegra sul Chiese","PO020001NU0001","613574","5003079","5/9/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISI MPMOM","MN","Acquanegra sul Chiese","PO020001NU0001","613574","5003079","5/9/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISI MPMOM","MN","Acquanegra sul Chiese","PO020001NU0001","613574","5003079","5/9/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISI MPMOM","MN","Acquanegra sul Chiese","PO020001NU0001","613574","5003079","5/9/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISI MPMOM","MN","Acquanegra sul Chiese","PO020001NU0001","613574","5003079","5/9/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISI MPMOM","MN","Acquanegra sul Chiese","PO020001NU0001","613574","5003079","5/9/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","5/7/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","5/7/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","5/7/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","5/7/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","5/7/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","5/7/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","5/7/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","5/7/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","5/7/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","5/7/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0006"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","5/7/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","5/7/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","7/25/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,034"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","7/25/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,006"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","7/25/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","7/25/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","7/25/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","7/25/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,008"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","7/25/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","7/25/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","7/25/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,01"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","7/25/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0012"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","7/25/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,014"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","7/25/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","10/23/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,008"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","10/23/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","10/23/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","10/23/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","10/23/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","10/23/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","10/23/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","10/23/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","10/23/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,006"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","10/23/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,001"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","10/23/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO MANTOVANO","PO0200720R0001","664257","4988620","10/23/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS BPPO","MN","BORGO VIRGILIO","PO0200710U0001","637356","4990355","5/10/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO VIRGILIO","PO0200710U0001","637356","4990355","5/10/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO VIRGILIO","PO0200710U0001","637356","4990355","5/10/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO VIRGILIO","PO0200710U0001","637356","4990355","5/10/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS BPPO","MN","BORGO VIRGILIO","PO0200710U0001","637356","4990355","5/10/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO VIRGILIO","PO0200710U0001","637356","4990355","5/10/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS BPPO","MN","BORGO VIRGILIO","PO0200710U0001","637356","4990355","5/10/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
