PROVINCIA,COMUNE,ID_AGISCO,DENOMINAZIONE,INDIRIZZO,TIPOLOGIA SITO/ATTIVITA',LONGITUDINE,LATITUDINE,LOCATION,PRECISIONE_LOCATION
CREMONA,CREMONA,CR036.0001,Termoutilizzatore AEM,VIA DEGLI ANTICHI BUDRI,discariche abusive o incontrollate,10.04279502,45.1238368,POINT (10.04279502 45.1238368),alta
MILANO,MILANO,MI146.3359,AREA DI PROPRIETA DI MIR IMMOBILIARE,"VIA CHIETI, 9/1",altri siti non meglio specificati,9.16368395,45.48500396,POINT (9.16368395 45.48500396),alta
MILANO,MILANO,MI146.0031,via Padova parcheggio TIR-ditta Ricci,"VIA PADOVA, 227",aree industriali dismesse,9.24167712,45.50499001,POINT (9.24167712 45.50499001),alta
MILANO,MILANO,MI146.4155,AREA VIA SILVA,"VIALE EGINARDO, 25",altri siti non meglio specificati,9.15153005,45.48051312,POINT (9.15153005 45.48051312),alta
MONZA E DELLA BRIANZA,CARATE BRIANZA,MI048.0001,AREA INDUSTRIALE,"VIA RIVERA, 115",aree industriali in attività,9.23748685,45.65437753,POINT (9.23748685 45.65437753),alta
MONZA E DELLA BRIANZA,ALBIATE,MI006.0001,Alchem - EX Athena dell'Acqua S.p.A.,"VIA ANTONIO GRAMSCI, 18",aree industriali dismesse,9.23779056,45.65345743,POINT (9.23779056 45.65345743),alta
MILANO,LEGNANO,MI118.0022,Area Soc. Simone & Fusi S.r.l.,"VIA MARSALA, 8",aree industriali in attività,8.90781595,45.60049475,POINT (8.90781595 45.60049475),alta
MILANO,CESATE,MI076.0005,Ex P.V. API 41885,"VIA ROMA, 65",impianti di stoccaggio o adduzione carburanti,9.07817623,45.58969765,POINT (9.07817623 45.58969765),alta
MONZA E DELLA BRIANZA,USMATE VELATE,MI227.0001,CENTRO POLIVALENTE,"VIA ROMA, 85",rilasci accidentali o dolosi di sostanze,9.36650661,45.65342342,POINT (9.36650661 45.65342342),alta
COMO,INVERIGO,CO118.0006,Stagno prop. Fornacette Brianza S.r.l.,FORNACETTE,n.d.,9.23197401,45.73181097,POINT (9.23197401 45.73181097),alta
MILANO,SAN GIULIANO MILANESE,MI195.0003,"DELTAR CODEPOSITION S.R.L., LOMBARDA SUD S.N.C., COSTRUZIONI EDILI D'AMBROSI",VIA MARZABOTTO,aree industriali in attività,9.29131604,45.39734713,POINT (9.29131604 45.39734713),alta
PAVIA,MONTICELLI PAVESE,PV099.0002,ENEL: SVERSAMENTO ACCIDENTALE DI OLIO ISOLANTE DA TRASFORMATORE,CASCINA NIZZOLARO,rilasci accidentali o dolosi di sostanze,9.51108139,45.11446579,POINT (9.51108139 45.11446579),bassa
MILANO,ZIBIDO SAN GIACOMO,MI247.0002,Cava Cascina Giuseppina,LOCALITA' MOIRAGO,discariche autorizzate,9.1090355,45.36140938,POINT (9.1090355 45.36140938),bassa
MILANO,MILANO,MI146.2392,Area di Via Sile,"VIA SILE, 8",aree industriali dismesse,9.21975525,45.44083145,POINT (9.21975525 45.44083145),alta
PAVIA,PAVIA,PV110.0027,SERBATOIO INTERRATO c/o EDIFICIO,"VIALE GIACOMO MATTEOTTI, 53",rilasci accidentali o dolosi di sostanze,9.1536994,45.19010393,POINT (9.1536994 45.19010393),alta
MILANO,CORMANO,MI086.0024,AREA INDUSTRIALE DISMESSA,VIA PO,aree industriali dismesse,9.15964465,45.55091475,POINT (9.15964465 45.55091475),alta
MILANO,ARESE,MI009.0007,"EX FARO KNOCH OUT, IMMOBILIARE PETRARCA S.R.L.",VIA CAMPO GALLO,aree industriali dismesse,9.08702315,45.55119169,POINT (9.08702315 45.55119169),alta
VARESE,DAVERIO,VA064.0001,DITTA CANAZZA,"VIA CESARE BATTISTI, 61",operazioni di recupero rifiuti,8.77102364,45.76729289,POINT (8.77102364 45.76729289),alta
MILANO,MILANO,MI146.2976,"PROMENADE - PII ROGOREDO-MONTECITY, RIPRISTINO AMBIENTALE",VIA BRUNO CASSINARI,n.d.,9.24120047,45.43625497,POINT (9.24120047 45.43625497),alta
MILANO,MILANO,MI146.2958,EX OSRAM (ITRAS) SEDE AMMINISTRATIVA,"VIA SAVONA, 105",aree industriali dismesse,9.14923214,45.44939193,POINT (9.14923214 45.44939193),alta
MILANO,TREZZANO SUL NAVIGLIO,MI220.0010,P.V. TAMOIL 1960,VIA MAZZINI ANGOLO BRAMANTE N.C.,impianti di stoccaggio o adduzione carburanti,9.06424508,45.42496733,POINT (9.06424508 45.42496733),alta
MILANO,ABBIATEGRASSO,MI002.0003,SVERSAMENTO ABUSIVO DI SOSTANZE CHIMICHE,STRADA STATALE 494,rilasci accidentali o dolosi di sostanze,8.92616109,45.3948899,POINT (8.92616109 45.3948899),alta
MILANO,TURBIGO,MI226.0030,DEPURATORE AREA FILTRAZIONE E DISINFEZIONE,N.D.,rilasci accidentali o dolosi di sostanze,8.73658645,45.526208,POINT (8.73658645 45.526208),bassa
BERGAMO,MADONE,BG131.0006,AREA GREEN SERVIZI S.r.l. - Area DIA 14,"VIA CARSO, 73",aree industriali in attività,9.53478954,45.64877716,POINT (9.53478954 45.64877716),alta
MILANO,MILANO,MI146.0393,EX PUNTO VENDITA IP N. 1957,"VIA ELIO VITTORINI, 44",impianti di stoccaggio o adduzione carburanti,9.26624375,45.44430735,POINT (9.26624375 45.44430735),alta
MILANO,COLOGNO MONZESE,MI081.0008,AREA EX IAM COLOR,"VIA PER IMBERSAGO, 12",aree industriali dismesse,9.28809855,45.54084095,POINT (9.28809855 45.54084095),alta
BRESCIA,GAMBARA,BS073.0005,CASCINA RIVIERINO,CASCINA RIVIERINO,smaltimenti non autorizzati - abbandono rifiuti,10.3119318,45.23399989,POINT (10.3119318 45.23399989),bassa
MILANO,MILANO,MI146.1020,AREA COOPERATIVA EDILIZIA PORTA TICINESE MAGOLFA SRL,"VIA MAGOLFA, 5",aree industriali dismesse,9.1777347,45.4514025,POINT (9.1777347 45.4514025),alta
MILANO,MILANO,MI146.4014,PADOVA IMMOBILIARE SRL,"VIA GAETANO STRAMBIO, 30",serbatoi carburante per riscaldamento,9.23384421,45.47350005,POINT (9.23384421 45.47350005),alta
VARESE,BUSTO ARSIZIO,VA026.0017,PUNTO VENDITA ESSO 0675,"STRADA STATALE 33 DEL SEMPIONE, 144",impianti di stoccaggio o adduzione carburanti,8.84213815,45.62825945,POINT (8.84213815 45.62825945),alta
MILANO,INVERUNO,MI113.0003,ex CROMATURA GARAGIOLA - ditta G.G.I.,"VIA PALESTRO, 15",aree industriali dismesse,8.85687632,45.51428958,POINT (8.85687632 45.51428958),alta
BRESCIA,SONICO,BS181.0001,P.V. AGIP - PROPRIETÀ BRIXIA FINANZIARIA S.S. 42,STRADA STATALE 42 DEL TONALE,impianti di stoccaggio o adduzione carburanti,10.34955486,46.16087634,POINT (10.34955486 46.16087634),alta
MILANO,MILANO,MI146.0807,IP P.V. carburanti,"VIALE MONZA, 280",impianti di stoccaggio o adduzione carburanti,9.22646225,45.51832439,POINT (9.22646225 45.51832439),alta
MILANO,SAN GIULIANO MILANESE,MI195.0025,AREA EX CAVI PIRELLI,VIA PAPA GIOVANNI XXIII,aree industriali dismesse,9.2831201,45.39512286,POINT (9.2831201 45.39512286),alta
MILANO,TREZZANO SUL NAVIGLIO,MI220.0040,AREA EX OLEA - VIA GALILEO GALILEI 29,"VIA GALILEO GALILEI, 29",aree industriali dismesse,9.05676697,45.42295441,POINT (9.05676697 45.42295441),alta
MONZA E DELLA BRIANZA,CONCOREZZO,MI084.0005,Area di via Dante,"VIA DANTE ALIGHIERI, 23",aree industriali dismesse,9.33166905,45.59030254,POINT (9.33166905 45.59030254),alta
MONZA E DELLA BRIANZA,CARATE BRIANZA,MI048.0009,ICA STRADE SPA,LOCALITA' CAMPO DELL'OCA,discariche autorizzate,9.21908582,45.66452311,POINT (9.21908582 45.66452311),alta
MONZA E DELLA BRIANZA,NOVA MILANESE,MI156.0011,VETRERIA ELLI,"VIA SABOTINO, 11",n.d.,9.20098194,45.59304334,POINT (9.20098194 45.59304334),alta
PAVIA,BREME,PV022.0002,DITTA LIS SRL,LOCALITA' CASCINA RINALDA,rilasci accidentali o dolosi di sostanze,8.61457193,45.152858,POINT (8.61457193 45.152858),alta
MILANO,MILANO,MI146.0891,AREA VIA LECCHI,"VIA ANTONIO LECCHI, 9",aree industriali dismesse,9.17428042,45.44516667,POINT (9.17428042 45.44516667),alta
BRESCIA,BERZO DEMO,BS016.0002,"DISCARICA ""UCAR"" (GRAFTECH)",LOCALITA' FORNO D' ALLIONE,discariche autorizzate,10.31878762,46.08838811,POINT (10.31878762 46.08838811),alta
SONDRIO,MONTAGNA IN VALTELLINA,SO044.0001,ENEL TRASFORMATORE,LOCALITA' FOPPE,altri siti non meglio specificati,9.9250761,46.22029947,POINT (9.9250761 46.22029947),bassa
COMO,BEREGAZZO CON FIGLIARO,CO022.0001,IMMOBILIARE CINQUEPIU' SAS (AREA EX LAES SPA),VIA XXIV MAGGIO,aree industriali dismesse,8.94631619,45.77910844,POINT (8.94631619 45.77910844),alta
MILANO,MILANO,MI146.2547,AREA INDUSTRIALE DISMESSA,"VIA MONTE SAN GENESIO, 8",aree industriali dismesse,9.18144253,45.5003971,POINT (9.18144253 45.5003971),alta
MILANO,MILANO,MI146.0290,AREA EX ROYAL GAS,"VIA PONTE DEL GIUSCANO, 20",aree industriali dismesse,9.08067043,45.49455524,POINT (9.08067043 45.49455524),alta
PAVIA,LOMELLO,PV083.0001,DITTA VIPETROL S.P.A. - SVERSAMENTO ACCIDENTALE,S.P.N 5,rilasci accidentali o dolosi di sostanze,8.79256699,45.11997377,POINT (8.79256699 45.11997377),bassa
MILANO,BUCCINASCO,MI036.0018,"Area Finlema - Ex-Cip4, ex-Grecale srl",VIALE LOMBARDIA,aree industriali dismesse,9.11971328,45.42145617,POINT (9.11971328 45.42145617),alta
MILANO,MILANO,MI146.4106,MY CAR,"VIA CANDOGLIA, 3",aree industriali dismesse,9.17761921,45.50904594,POINT (9.17761921 45.50904594),alta
MONZA E DELLA BRIANZA,BIASSONO,MI023.0003,Area Ex BENCOR,"VIA DELLA MISERICORDIA, 4/6",aree industriali dismesse,9.27308822,45.62020998,POINT (9.27308822 45.62020998),alta
MILANO,MILANO,MI146.3356,AREA DI VIA TREBBIA,"VIA TREBBIA, 3",aree industriali dismesse,9.20013841,45.447795,POINT (9.20013841 45.447795),alta
MILANO,PERO,MI170.0032,"ex area CAM Petroli, ora Fondo Vivaldi - Soc. Prelios SGR S.p.A.",VIA MICHELANGELO BUONARROTI,aree industriali dismesse,9.08004538,45.50319454,POINT (9.08004538 45.50319454),alta
PAVIA,MORTARA,PV102.0012,EX TIPOGRAFIA BARBE,"VIA ENRICO TESSERA, 1",aree industriali dismesse,8.73803128,45.25277028,POINT (8.73803128 45.25277028),alta
VARESE,GERENZANO,VA075.0009,EX PROPRIETA' METALBRONZO,"VIA CERVINIA, 1ANG.VIAMONTESANTO",aree industriali dismesse,9.0161275,45.63300665,POINT (9.0161275 45.63300665),alta
LECCO,OLGINATE,LC059.0002,P.V. TAMOIL,"VIA MILANO, 9",impianti di stoccaggio o adduzione carburanti,9.42436266,45.7810854,POINT (9.42436266 45.7810854),alta
COMO,CERMENATE,CO064.0002,"SVERSAMENTO ACCIDENTALE DI GASOLIO, Area Monsignori Autotrasporti",VIA PRIVATA UMBERTO SABA,n.d.,9.08905195,45.70605103,POINT (9.08905195 45.70605103),alta
MILANO,NOVIGLIO,MI158.0001,GAGGIANO 1 - ENI S.P.A,LOCALITA' TAINATE DI NOVIGLIO,attività minerarie o estrattive,9.06806394,45.36397381,POINT (9.06806394 45.36397381),bassa
MILANO,MILANO,MI146.2260,AREA DI VIA REMBRANDT,"VIA PAOLO REMBRANDT, 38",aree industriali dismesse,9.13567965,45.46754824,POINT (9.13567965 45.46754824),alta
MILANO,MILANO,MI146.3839,PV CARBURANTI Q8 N. 1064,"VIALE PAPINIANO, 53",impianti di stoccaggio o adduzione carburanti,9.17176855,45.45703264,POINT (9.17176855 45.45703264),alta
MILANO,SESTO SAN GIOVANNI,MI209.0058,"Area in località C.na Gatti, Piano integrato Z.S.P.2 Bergamella",VIA MOLINO TUONO,aree agricole oggetto di spandimento incontrollato,9.25315042,45.52627069,POINT (9.25315042 45.52627069),alta
SONDRIO,SONDRIO,SO061.0001,CONDOMINIO ARIETE - rilascio accidentale,"VIA EMILIO BOSATTA, 6",rilasci accidentali o dolosi di sostanze,9.86276821,46.17067315,POINT (9.86276821 46.17067315),alta
MILANO,MILANO,MI146.4195,AREA VIA BISCEGLIE,"VIA BISCEGLIE, 102/104",n.d.,9.15933654,45.46819153,POINT (9.15933654 45.46819153),bassa
MONZA E DELLA BRIANZA,DESIO,MI100.0052,Area Via Villoresi,VIA VILLORESI,discariche abusive o incontrollate,9.20487205,45.59673963,POINT (9.20487205 45.59673963),bassa
VARESE,LUINO,VA092.0001,CEREDA SAS (AREA EX COTONIFICIO DI CREVA),VIA BECCARIA 18,aree industriali dismesse,8.74881509,46.00106137,POINT (8.74881509 46.00106137),bassa
PAVIA,BORGO SAN SIRO,PV018.0003,"Sversamento accidentale idrocarburi, km 6+300,",STRADA PROVINCIALE 206,n.d.,8.91822388,45.23211687,POINT (8.91822388 45.23211687),alta
LECCO,LECCO,LC042.0022,"EX SITCCA, area dismessa","VIA ALLA SPIAGGIA, 21/23",aree industriali dismesse,9.41723673,45.82278142,POINT (9.41723673 45.82278142),alta
MILANO,LEGNANO,MI118.0023,Area DITTA G. CALINI S.A.S.,VIA GRIGNA,aree industriali dismesse,8.92868561,45.59474789,POINT (8.92868561 45.59474789),alta
LECCO,CALOLZIOCORTE,LC013.0005,P.V. ESSO ITALIANA S.R.L.,"CORSO EUROPA, 84",impianti di stoccaggio o adduzione carburanti,9.43955412,45.78990631,POINT (9.43955412 45.78990631),alta
BERGAMO,BERGAMO,BG024.0104,CASERME COLLEONI E MONTELUNGO,"VIA SAN GIOVANNI, 21",altri siti non meglio specificati,9.67750866,45.70127985,POINT (9.67750866 45.70127985),alta
MILANO,MILANO,MI146.0200,AREA EX STAC S.R.L.,"VIA SAN FAUSTINO, 64",aree industriali dismesse,9.24148886,45.47653524,POINT (9.24148886 45.47653524),alta
MILANO,MILANO,MI146.0145,Area EX RIVA CALZONI,"VIA ENRICO STENDHAL, 31-35",aree industriali dismesse,9.15953915,45.4530382,POINT (9.15953915 45.4530382),alta
MILANO,MILANO,MI146.0723,AREA INDUSTRIALE DISMESSA,"VIA GIAN FRANCESCO PIZZI, 11",aree industriali dismesse,9.20136955,45.43683533,POINT (9.20136955 45.43683533),alta
BRESCIA,BRESCIA,BS029.0054,Scuola Materna Collodi - Serbatoi interrati,VIA ERCOLANI,altri siti non meglio specificati,10.19251968,45.52087371,POINT (10.19251968 45.52087371),alta
MILANO,LEGNANO,MI118.0025,Area di Via Menotti ang. Via De amicis,"VIA CIRO MENOTTI, 20",aree industriali dismesse,8.90496632,45.59866145,POINT (8.90496632 45.59866145),alta
BRESCIA,PIAN CAMUNO,BS142.0005,EX FERRIERA PREDALVA,N.D.,aree industriali dismesse,10.16398485,45.83037923,POINT (10.16398485 45.83037923),bassa
VARESE,SOMMA LOMBARDO,VA123.0003,AREA EX ITALA SPA,"VIA PIAVE, 11",aree industriali dismesse,8.7007026,45.67901637,POINT (8.7007026 45.67901637),alta
BRESCIA,BAGNOLO MELLA,BS009.0006,Incidente automezzo del 04/07/2010,N.D.,rilasci accidentali o dolosi di sostanze,10.18457205,45.42124719,POINT (10.18457205 45.42124719),bassa
MILANO,MILANO,MI146.1804,Area Cascina Macconago,"VIA MACCONAGO, 24/36",aree industriali dismesse,9.2103487,45.41322005,POINT (9.2103487 45.41322005),alta
MONZA E DELLA BRIANZA,VAREDO,MI231.0007,Area di Via Monte Bianco,VIA MONTE GRAPPA/VIA MONTE BIANCO 1,aree industriali dismesse,9.1557064,45.60205735,POINT (9.1557064 45.60205735),alta
BERGAMO,BERGAMO,BG024.0066,P.V. ESSO 0991,"VIA PIETRO PALEOCAPA, 10",impianti di stoccaggio o adduzione carburanti,9.67102748,45.69098754,POINT (9.67102748 45.69098754),alta
MILANO,MILANO,MI146.3605,EX SIMPLON SUD,VIA PRIVATA PORRETTA,n.d.,9.14862318,45.50854141,POINT (9.14862318 45.50854141),alta
MILANO,MILANO,MI146.2690,AREA DI VIA DEI FONTANILI,"VIA DEI FONTANILI, 3",aree industriali dismesse,9.18862987,45.44234319,POINT (9.18862987 45.44234319),alta
BERGAMO,CAPRIATE SAN GERVASIO,BG051.0003,AREA FMT TORMEC IMMOBILIARE DEL CORSO,VIA DELLE RAMPINE,aree industriali in attività,9.53085251,45.61539206,POINT (9.53085251 45.61539206),alta
MILANO,MILANO,MI146.4055,AREA DI VIA MARCO POLO 1/3,"VIA MARCO POLO, 1/3",aree industriali dismesse,9.19287493,45.48104655,POINT (9.19287493 45.48104655),alta
MILANO,LAINATE,MI116.0024,"AREA EX DITTA ""ALTI POLIMERI S.R.L."" - AREE CONTAMINATE E DISMESSE",VIA FRATELLI CAIROLI,aree industriali dismesse,9.0158192,45.5440673,POINT (9.0158192 45.5440673),alta
VARESE,GORNATE OLONA,VA080.0003,Area Ex Fedelplast,"VIA E. BAMBERGI, 2",aree industriali dismesse,8.85864029,45.74092304,POINT (8.85864029 45.74092304),alta
MILANO,MILANO,MI146.3908,APPARTAMENTI,"VIA EUGENIO BRIZI, 6",aree industriali dismesse,9.2291199,45.43819208,POINT (9.2291199 45.43819208),alta
MILANO,MILANO,MI146.2652,AREA IDEA SRL,"VIA VINCENZO GIORDANO ORSINI, 11",n.d.,9.13454614,45.4623738,POINT (9.13454614 45.4623738),alta
VARESE,VARESE,VA133.0028,AREA EX MALERBA,VIA LEOPOLDO GASPAROTTO,aree industriali dismesse,8.83627276,45.80872086,POINT (8.83627276 45.80872086),alta
LECCO,BRIVIO,LC010.0001,BIMUT S.R.L.,"VIA PER AIRUNO, 14",altri siti non meglio specificati,9.43704111,45.75244193,POINT (9.43704111 45.75244193),alta
MILANO,SAN DONATO MILANESE,MI192.0007,Area Ex Polimeri Europa,"VIA CARLO JANNOZZI, 1",aree industriali dismesse,9.26235711,45.42051935,POINT (9.26235711 45.42051935),alta
MILANO,MAGENTA,MI130.0003,NOVACETA S.P.A.,"VIALE PIEMONTE, 66",aree industriali in attività,8.87611354,45.46674853,POINT (8.87611354 45.46674853),alta
BRESCIA,CASTEL MELLA,BS042.0001,DITTA GHIRAF SRL,"VIA TORBOLE, 77",impianti di stoccaggio rifiuti,10.13287292,45.49787432,POINT (10.13287292 45.49787432),alta
MILANO,TRIBIANO,MI222.0002,SIRPI SPA,VIA CASSINO D' ALBERI,aree industriali in attività,9.38084339,45.41150431,POINT (9.38084339 45.41150431),alta
MILANO,MILANO,MI146.2373,PARCO PUBBLICO GIARDINI DI PORTA NUOVA - U3 PII GARIBALDI/REPUBBLICA,VIE GIOIA/STRURZO,altri siti non meglio specificati,9.15153678,45.47984303,POINT (9.15153678 45.47984303),alta
MILANO,SETTIMO MILANESE,MI211.0033,"COMPLESSO INDUSTRIALE ""IL CASTELLETTO"" EX ITALTEL - AREE NORD",VIA GUGLIELMO REISS ROMOLI,aree industriali dismesse,9.06615008,45.48032289,POINT (9.06615008 45.48032289),alta
MILANO,MILANO,MI146.3447,AREA CORSO GARIBALDI,"CORSO GIUSEPPE GARIBALDI, 95",n.d.,9.18431115,45.47703596,POINT (9.18431115 45.47703596),alta
BRESCIA,BRESCIA,BS029.0218,"PUNTO VENDITA CARBUANTI, DISMISSIONE SERBATOI","VIA CHIUSURE, 17",impianti di stoccaggio o adduzione carburanti,10.1850681,45.54939214,POINT (10.1850681 45.54939214),alta
BERGAMO,BERGAMO,BG024.0028,VALLALTA,VIA PAPA LEONE XII,aree industriali dismesse,9.69387491,45.70985101,POINT (9.69387491 45.70985101),alta
MILANO,MILANO,MI146.0980,CANTIERE POLITECNICO VIA GOLGI - RITROVAMENTO SERBATOIO,"VIA CAMILLO GOLGI, 40",altri siti non meglio specificati,9.23436299,45.47790365,POINT (9.23436299 45.47790365),alta
MILANO,MILANO,MI146.4185,AREA VIA ESPINASSE,VIA 137,n.d.,9.15933654,45.46819153,POINT (9.15933654 45.46819153),bassa
LECCO,DOLZAGO,LC031.0004,SERBATOIO CARPROMETAL,"VIA PROVINCIALE, 80",aree industriali in attività,9.33191205,45.76767863,POINT (9.33191205 45.76767863),alta
MILANO,MILANO,MI146.1858,Area Ex Lutifin,"VIA BASILEA, 46ANG.VIALUCCA46",aree industriali dismesse,9.11484699,45.45559038,POINT (9.11484699 45.45559038),alta
MILANO,GARBAGNATE MILANESE,MI105.0008,Area EX IMBALLAGGI BITUMINOSI,"VIA ALESSANDRO VOLTA, 28",aree industriali dismesse,9.08730929,45.57362094,POINT (9.08730929 45.57362094),alta
MONZA E DELLA BRIANZA,AGRATE BRIANZA,MB001.0006,"TIM - TELECOM, sversamento accidentale idrocarburi",VIA DAMIANO CHIESA,rilasci accidentali o dolosi di sostanze,9.38387089,45.58005744,POINT (9.38387089 45.58005744),alta
MILANO,MEDIGLIA,MI139.0001,P.V. AGIP 12378,LOCALITA' QUATTRO STRADE,impianti di stoccaggio o adduzione carburanti,9.37698627,45.42597137,POINT (9.37698627 45.42597137),alta
MILANO,PARABIAGO,MI168.0029,AREA EX CALZATURIFICIO PUPI D'ANGERI,VIA XXIV MAGGIO,aree industriali dismesse,8.95021141,45.55484211,POINT (8.95021141 45.55484211),alta
BRESCIA,RODENGO - SAIANO,BS163.0007,"Ditta REMAFER, LOCALITÀ MOIE",VIA MATTEI-LOCALITA' MOIE 7,n.d.,10.12322742,45.5734787,POINT (10.12322742 45.5734787),alta
MILANO,MARCALLO CON CASONE,MI134.0011,EX AREA ARTIGIANALE,"VIA ROMA, 68",altri siti non meglio specificati,8.87169677,45.48373383,POINT (8.87169677 45.48373383),alta
MILANO,MILANO,MI146.3117,IMMOBILIARE TIGINOVE SPA,"VIA TAGIURA, 9",aree industriali dismesse,9.14983349,45.45789591,POINT (9.14983349 45.45789591),alta
COMO,SAN FERMO DELLA BATTAGLIA,CO206.0002,DITTA STAMPAMANO SRL ditta Saldarini & Saldarini srl,VIA LUIGI RIGAMONTI,n.d.,9.05174313,45.80497758,POINT (9.05174313 45.80497758),alta
MILANO,BRESSO,MI032.0001,ARIANNA Srl AREA EX ISO RIVOLTA,VIA MADONNINA,aree industriali dismesse,9.19329179,45.5349398,POINT (9.19329179 45.5349398),alta
MILANO,COLOGNO MONZESE,MI081.0060,Area di Via Popoli Uniti,"VIA POPOLI UNITI, 15",aree industriali dismesse,9.2718199,45.5434967,POINT (9.2718199 45.5434967),alta
MILANO,ARLUNO,MI010.0036,A4 svincolo per Arluno,A4 SVINCOLO PER ARLUNO,n.d.,8.94878735,45.51089836,POINT (8.94878735 45.51089836),bassa
COMO,CANTU,CO041.0003,P.V. ESSO 0768,"VIA GIUSEPPE MAZZINI, 20",impianti di stoccaggio o adduzione carburanti,9.12279895,45.7471793,POINT (9.12279895 45.7471793),alta
MILANO,MILANO,MI146.2917,EX POLIGONO TIRO A SEGNO NAZIONALE,"PIAZZALE FRANCESCO ACCURSIO, 21",n.d.,9.14437877,45.4929623,POINT (9.14437877 45.4929623),alta
MILANO,ROZZANO,MI189.0020,AREA DISMESSA EX ROMAGNOLI SPA,VIALE TOSCANA,n.d.,9.16578741,45.38038837,POINT (9.16578741 45.38038837),alta
BRESCIA,DESENZANO DEL GARDA,BS067.0004,P.V. AGIP N. 1656,"VIALE FRANCESCO AGELLO, 72",impianti di stoccaggio o adduzione carburanti,10.57744829,45.45979955,POINT (10.57744829 45.45979955),alta
COMO,COMO,CO075.0040,Area Tintoria Jacchetti,"VIA ALFONSO LISSI, 39",aree industriali dismesse,9.07554359,45.78649145,POINT (9.07554359 45.78649145),alta
BERGAMO,SAN PELLEGRINO TERME,BG190.0005,PALO ENEL,LOCALITA' SUISSA ALTA,rilasci accidentali o dolosi di sostanze,9.65821689,45.83550928,POINT (9.65821689 45.83550928),bassa
BRESCIA,NAVE,BS117.0018,AREA ARTIGIANALE IN LOC. MURATELLO (EX ROVETTA GIOVANNINA E RE ANNA S.N.C.),"VIA MADDALENA, 70",n.d.,10.273227,45.5759912,POINT (10.273227 45.5759912),alta
BRESCIA,OFFLAGA,BS122.0003,SVERSAMENTO DI IDROCARBURI SULLA S.P. 668 AL KM 32 ROTONDA VIA GAMBARESCA,LOCALITA' CIGNANO,rilasci accidentali o dolosi di sostanze,10.09142177,45.37616749,POINT (10.09142177 45.37616749),alta
BERGAMO,ANTEGNATE,BG010.0005,BONETTI SNC,VIA I MAGGIO,aree industriali dismesse,9.79476016,45.48665957,POINT (9.79476016 45.48665957),alta
BRESCIA,VOBARNO,BS204.0001,ACCIAIERIE FALCK,N.D.,n.d.,10.49617915,45.66955733,POINT (10.49617915 45.66955733),bassa
MONZA E DELLA BRIANZA,MONZA,MI149.0044,EX COLOMBO,"PIAZZALE VIRGILIO, 5",aree industriali dismesse,9.25367639,45.59015879,POINT (9.25367639 45.59015879),alta
BERGAMO,TREVIGLIO,BG219.0017,PUNTO 5 S.R.L.,"VIA BERGAMO, 32",aree industriali dismesse,9.59787086,45.5328055,POINT (9.59787086 45.5328055),alta
MILANO,MILANO,MI146.0072,EX PORTELLO,"VIA MARCO ULPIO TRAIANO, 18-55",aree industriali dismesse,9.15128691,45.48606082,POINT (9.15128691 45.48606082),alta
MILANO,INVERUNO,MI113.0004,OLEIFICIO BELLOLI EX AREA INDUSTRIALE,"VIA IV NOVEMBRE,F.LLI BANDIERA,MAMELI,BRERA",aree industriali dismesse,8.85453709,45.51800375,POINT (8.85453709 45.51800375),bassa
MILANO,SOLARO,MI213.0023,CASCINA EMANUELA,"VIA PER CASCINA EMANUELA, 21",aree industriali dismesse,9.06213,45.61461119,POINT (9.06213 45.61461119),alta
BERGAMO,VILLONGO,BG242.0004,PETROL DOTTI,"VIA VINCENZO BELLINI, 5",impianti di stoccaggio o adduzione carburanti,9.93242289,45.66677702,POINT (9.93242289 45.66677702),alta
MILANO,MILANO,MI146.2588,AREA VIA LUNIGIANA (SOFIBI SRL),"VIALE LUNIGIANA, 39",altri siti non meglio specificati,9.20211354,45.49296245,POINT (9.20211354 45.49296245),alta
MILANO,MILANO,MI146.2406,AREA LUNETTA - PII ISOLA LUNETTA - UNITÀ B2 -MAPPALI 533/534/535/536,VICOLO GAETANO DE CASTILLIA,aree industriali dismesse,9.19166844,45.48566644,POINT (9.19166844 45.48566644),alta
COMO,FINO MORNASCO,CO102.0010,CANTALUPPI,"VIA DELLE ROBINIE, 32",altri siti non meglio specificati,9.03296072,45.74034113,POINT (9.03296072 45.74034113),alta
MILANO,RHO,MI182.0012,"POLO FIERISTICO ex raffineria AGIP, EX DEIN IP, CON PERO",STRADA STATALE 33 DEL SEMPIONE,impianti di stoccaggio o adduzione carburanti,9.07711051,45.51552783,POINT (9.07711051 45.51552783),alta
MILANO,MILANO,MI146.3195,AREA EX GANCI ARGENTERIE,"VIA ALTAGUARDIA, 11",aree industriali dismesse,9.20002102,45.44949426,POINT (9.20002102 45.44949426),alta
MILANO,MILANO,MI146.4145,AREA,"VIA CLETTO ARRIGHI, 5/11",n.d.,9.24919267,45.48132043,POINT (9.24919267 45.48132043),alta
PAVIA,VIGEVANO,PV177.0006,"ROGGIA CAVO OTTONE CASCINA TRE COLOMBAIE, sversamento accidentale",N.D.,rilasci accidentali o dolosi di sostanze,8.8851362,45.3116996,POINT (8.8851362 45.3116996),bassa
