PROVINCIA,COMUNE,ID_AGISCO,DENOMINAZIONE,INDIRIZZO,NOTE,TIPOLOGIA SITO/ATTIVITA',LONGITUDINE,LATITUDINE,LOCATION,PRECISIONE_LOCATION
BRESCIA,BOVEZZO,BS025.0001,Area SLM/ex Stefana,"VIA CONICCHIO, 42",,aree industriali dismesse,10.24945944,45.59953615,POINT (10.24945944 45.59953615),bassa
MILANO,MILANO,MI146.1059,GUSTI OFFICINE,"VIA CESARE AJRAGHI, 30",(*),aree industriali dismesse,9.14817532,45.49724183,POINT (9.14817532 45.49724183),alta
MANTOVA,BAGNOLO SAN VITO,MN003.0008,STAZIONE SERVIZIO ESSO 12A6 LOCALITÀ SAN BIAGIO,S.S.413,,impianti di stoccaggio o adduzione carburanti,10.89801695,45.0762976,POINT (10.89801695 45.0762976),bassa
MONZA E DELLA BRIANZA,MONZA,MB033.0070,AREA DI V.LE FOSCOLO,"VIALE UGO FOSCOLO, 45",,aree industriali dismesse,9.28904311,45.57660451,POINT (9.28904311 45.57660451),alta
VARESE,CASALE LITTA,VA036.0002,RIMOZIONE SERBATOI PRESSO EX AZIENDA AGRICOLA,,,serbatoi carburante per riscaldamento,8.7339871,45.75885658,POINT (8.7339871 45.75885658),bassa
MILANO,MAGNAGO,MI131.0001,EX VASCHE DI SPAGLIAMENTO FOGNATURA COMUNALE,,,,8.80930319,45.58020735,POINT (8.80930319 45.58020735),bassa
MILANO,ABBIATEGRASSO,MI002.0038,PV FREMAR LATO DESTRO,VIALE PAPA PAOLO VI,,impianti di stoccaggio o adduzione carburanti,8.91996124,45.40121989,POINT (8.91996124 45.40121989),alta
BRESCIA,PUEGNAGO SUL GARDA,BS158.0003,CASCINA DOSSO,VIA DOSSO,,rilasci accidentali o dolosi di sostanze,10.52034021,45.57640064,POINT (10.52034021 45.57640064),alta
LECCO,LECCO,LC042.0029,EX PAGANI,VIA BELFIORE,,aree industriali dismesse,9.40531418,45.85208482,POINT (9.40531418 45.85208482),alta
MANTOVA,CASTEL D ARIO,MN014.0002,AREA AGRICOLA,"VIA G. CARAZZA, 4",,altri siti non meglio specificati,10.97743379,45.18458766,POINT (10.97743379 45.18458766),alta
MILANO,MILANO,MI146.0420,"Ex Calchi e Taeggi e Carmagnani, ex cava Geregnano tra le vie: Lorenteggio, Gonin, Giordani e Bisceglie",VIE CALCHI TAEGGI/BISCEGLIE,,discariche abusive o incontrollate,9.10897015,45.45321424,POINT (9.10897015 45.45321424),alta
BERGAMO,MOZZANICA,BG142.0003,EX CAVA BERGAMINI,STRADA STATALE 11,,discariche abusive o incontrollate,9.6899234,45.47977665,POINT (9.6899234 45.47977665),alta
MANTOVA,SERRAVALLE A PO,MN062.0003,SE.PRE. SVERSAMENTO RIFIUTI LIQUIDI DA CISTERNETTE,"VIA MANTOVANA, 57",,rilasci accidentali o dolosi di sostanze,11.07695258,45.06456624,POINT (11.07695258 45.06456624),alta
BERGAMO,TREVIGLIO,BG219.0026,AREE ESTERNE BASLINI,VIA DI MEZZO,(*),altri siti non meglio specificati,9.58520442,45.51833767,POINT (9.58520442 45.51833767),alta
LODI,LODI VECCHIO,LO032.0003,TRELLEBORG - EX REEVES ITALIA S.P.A.,STRADA PROVINCIALE 140,,aree industriali in attività,9.41225351,45.30727236,POINT (9.41225351 45.30727236),alta
BERGAMO,BREMBATE,BG037.0002,ex D.I.M.,"VIA GRIGNANO, 33",(*),smaltimenti non autorizzati - abbandono rifiuti,9.55157917,45.60881859,POINT (9.55157917 45.60881859),alta
LECCO,BULCIAGO,LC011.0001,HONEYWELL TEVA P. F. C. SRL,STRADA BRIANTEA KM 36 N83,,aree industriali in attività,9.29876199,45.75269855,POINT (9.29876199 45.75269855),alta
MILANO,MILANO,MI146.1807,PII Area ex parcheggio Innocenti,"VIA RAFFAELE RUBATTINO, 84",,aree industriali dismesse,9.25673528,45.47837754,POINT (9.25673528 45.47837754),alta
VARESE,RANCO,VA116.0001,CAMPO SPORTIVO COMUNALE,FRAZIONE UPONNE,,smaltimenti non autorizzati - abbandono rifiuti,8.58685349,45.79117054,POINT (8.58685349 45.79117054),alta
MILANO,MILANO,MI146.2802,ACI - P.V. BARACCA/TOTI,PIAZZALE FRANCESCO BARACCA,,impianti di stoccaggio o adduzione carburanti,9.16614825,45.4664205,POINT (9.16614825 45.4664205),alta
COMO,CAPIAGO INTIMIANO,CO043.0002,DISMISSIONE SERBATOI INTERRATI Ex P.V. Q8 1482,"CORSO ARIBERTO DA INTIMIANO, 34",(*),impianti di stoccaggio o adduzione carburanti,9.13036604,45.76367692,POINT (9.13036604 45.76367692),alta
MONZA E DELLA BRIANZA,CARATE BRIANZA,MI048.0002,AREA DITTA OPTIMA S.r.l.,"VIA TAGLIAMENTO, 43",(*),aree industriali in attività,9.24650807,45.66815645,POINT (9.24650807 45.66815645),alta
MONZA E DELLA BRIANZA,VAREDO,MI231.0003,"EX SNIA (AREA NORD, STABILIMENTO)",STRADA STATALE 35 DEI GIOVI,,aree industriali dismesse,9.17323895,45.59120695,POINT (9.17323895 45.59120695),alta
COMO,FINO MORNASCO,CO102.0006,COGNIS S.P.A - BASF Italia s.p.a.- CON COMUNE DI CASSINA RIZZARDI,"VIA GIOVAN BATTISTA SCALABRINI, 34",,aree industriali in attività,9.03996319,45.743572,POINT (9.03996319 45.743572),alta
MILANO,MILANO,MI146.4337,"AREA EX RICHARD GINORI, VIA MORIMONDO 26 - RED BRICK BLOCK MAPP.76, FG.515","VIA MORIMONDO, 26",,aree industriali dismesse,9.1494002,45.44420069,POINT (9.1494002 45.44420069),alta
MILANO,MILANO,MI146.0372,GRUPPO DOLLMAR & C,"VIA BARONA, 31",,aree industriali dismesse,9.15130414,45.43444953,POINT (9.15130414 45.43444953),alta
MILANO,ABBIATEGRASSO,MI002.0007,Area Impianto di Termodistruzione Comunale,VIA FILIPPO MARIA VISCONTI,,impianti di stoccaggio rifiuti,8.94999262,45.39777087,POINT (8.94999262 45.39777087),alta
MILANO,CINISELLO BALSAMO,MI077.0104,AREA VIA MARCHE/VIALE EMILIA,"VIALE MARCHE, 1",,aree industriali dismesse,9.2259367,45.54830064,POINT (9.2259367 45.54830064),alta
MILANO,NERVIANO,MI154.0031,EX GARBOLI REP,VIA LOUIS PASTEUR,,aree industriali dismesse,8.98786254,45.5468551,POINT (8.98786254 45.5468551),alta
LECCO,BARZAGO,LC005.0003,EX P.V. Q8 - KUWAIT PETROLEUM SPA,"STRADA STATALE BRIANTEA, 29",,impianti di stoccaggio o adduzione carburanti,9.32716746,45.75038008,POINT (9.32716746 45.75038008),alta
MILANO,PESCHIERA BORROMEO,MI171.0001,DEPOSITO HUB EX AGIP PETROLI B,LOCALITA' AEROPORTO DI LINATE,,impianti di stoccaggio o adduzione carburanti,9.27207334,45.44535786,POINT (9.27207334 45.44535786),alta
LODI,GUARDAMIGLIO,LO029.0001,AREA DISMESSA EX ECOPROGRAM S.R.L.,LOCALITA' CASCINA CAMPO TRAVERSI,,aree industriali dismesse,9.6579904,45.11259032,POINT (9.6579904 45.11259032),alta
MILANO,MILANO,MI146.2606,AREA Corso di P.TA TICINESE,"CORSO DI PORTA TICINESE, 32",,aree industriali dismesse,9.1809546,45.45792602,POINT (9.1809546 45.45792602),alta
PAVIA,SAN MARTINO SICCOMARIO,PV137.0003,P.V. TOTAL 1142,STRADA PROVINCIALE 596 DEI CAIROLI,,impianti di stoccaggio o adduzione carburanti,9.09365931,45.15653258,POINT (9.09365931 45.15653258),alta
BRESCIA,CASTENEDOLO,BS043.0010,ESSO PV 1009,"VIA GIACOMO MATTEOTTI, 187/A",,impianti di stoccaggio o adduzione carburanti,10.30252424,45.4683745,POINT (10.30252424 45.4683745),alta
LECCO,VERCURAGO,LC086.0001,EX AREA SA.FI.LO,"VIA PIRELLI, 1",,aree industriali dismesse,9.42677965,45.81152874,POINT (9.42677965 45.81152874),bassa
BRESCIA,GARDONE VALTROMPIA,BS075.0006,Galvanotechnik s.r.l.,"VIA VALTROMPIA, 29",,aree industriali in attività,10.19495385,45.69911799,POINT (10.19495385 45.69911799),alta
MILANO,MILANO,MI146.3658,AREA AMSA,"VIA OLGETTINA, 25-35",,discariche autorizzate,9.26712114,45.51084041,POINT (9.26712114 45.51084041),alta
VARESE,TERNATE,VA126.0001,WHIRPOOL EUROPE srl,LOCALITA' CASSINETTA-BIANDRONNO,,aree industriali in attività,8.6978141,45.7864518,POINT (8.6978141 45.7864518),bassa
MILANO,BUBBIANO,MI035.0003,PETROLCHIMICA ITALIANA,VIA CESARE CAVALLOTTI,,aree industriali dismesse,9.01559999,45.32692524,POINT (9.01559999 45.32692524),alta
MILANO,MILANO,MI146.4304,AREA DI VIA SAN FAUSTINO,"VIA SAN FAUSTINO, 65",,aree industriali dismesse,9.24232099,45.4773539,POINT (9.24232099 45.4773539),alta
PAVIA,BRONI,PV024.0010,Sversamento accidentale,AUTOSTRADA PIAZZOLA AUTOSTRADA A21-KM 122 DIREZIONE TORINO,,rilasci accidentali o dolosi di sostanze,9.24543775,45.06946449,POINT (9.24543775 45.06946449),bassa
BERGAMO,VERDELLINO,BG232.0005,CDS Azienda Galvanica,"VIA LISBONA, 20",,aree industriali dismesse,9.60918347,45.59300934,POINT (9.60918347 45.59300934),alta
MILANO,BUCCINASCO,MI036.0012,Soc.Primavera,"VIA FRATELLI CERVI, 6",,aree industriali dismesse,9.1227568,45.4200834,POINT (9.1227568 45.4200834),alta
PAVIA,PAVIA,PV110.0005,EX NECA,"VIA LUIGI ROBECCHI BRICHETTI, 7",,aree industriali dismesse,9.14240715,45.18795857,POINT (9.14240715 45.18795857),alta
VARESE,GAZZADA SCHIANNO,VA073.0007,PV Q8 1683 (MARES SRL),"VIA ROMA, 17",,impianti di stoccaggio o adduzione carburanti,8.82465239,45.78114721,POINT (8.82465239 45.78114721),alta
MILANO,MILANO,MI146.2363,PV IP 43873,"VIA PAOLO REMBRANDT, 25",,impianti di stoccaggio o adduzione carburanti,9.1364254,45.46737066,POINT (9.1364254 45.46737066),alta
MILANO,MILANO,MI146.0979,AREA EX COSTANTE SESINO S.p.A.,"VIA DOBERDO', 28",(*),aree industriali dismesse,9.22311802,45.51923287,POINT (9.22311802 45.51923287),alta
MONZA E DELLA BRIANZA,LIMBIATE,MI121.0008,Europeir S.r.l. - Area 1,VIE SALERNO-PO,,attività minerarie o estrattive,9.13508816,45.60649775,POINT (9.13508816 45.60649775),alta
BRESCIA,PISOGNE,BS143.0002,EX COMPLESSO INDUSTRIALE - METAL FRA S.R.L.,"VIA MILANO, 20",,aree industriali dismesse,10.1076378,45.81281235,POINT (10.1076378 45.81281235),alta
MILANO,CORSICO,MI093.0003,P.V. ESSO 0426,"VIA MILANO, 7/9",(*),altri siti non meglio specificati,9.11274784,45.43543165,POINT (9.11274784 45.43543165),alta
MILANO,SAN ZENONE AL LAMBRO,MI202.0002,"P.V. ESSO 0502, A.d.s. San Zenone Est autostrada A1-ROC. MI S.r.l.",AUTOSTRADA A1 BO-MI KM 15+100,,impianti di stoccaggio o adduzione carburanti,9.36701505,45.30588025,POINT (9.36701505 45.30588025),bassa
MANTOVA,ASOLA,MN002.0001,FLUCOSIT - EX AREA INDUSTRIALE,STRADA PROVINCIALE 68,,aree industriali dismesse,10.45885912,45.24149082,POINT (10.45885912 45.24149082),alta
BERGAMO,ROMANO DI LOMBARDIA,BG183.0006,EXIDE TECHNOLOGIES - AREA EX BARACCHE,"VIALE DANTE ALIGHIERI, 100",,aree industriali in attività,9.74625646,45.52769515,POINT (9.74625646 45.52769515),alta
MILANO,PADERNO DUGNANO,MI166.0053,P.V. ESSO N. 0324 PADERNO DUGNANO,"VIA CARLO ERBA, 14",,impianti di stoccaggio o adduzione carburanti,9.19066324,45.57060429,POINT (9.19066324 45.57060429),alta
VARESE,CARONNO PERTUSELLA,VA034.0002,EX SITAI INOX S.r.l.,"VIA ASIAGO, 244",,aree industriali dismesse,9.03844279,45.59934132,POINT (9.03844279 45.59934132),alta
MILANO,SEGRATE,MI205.0069,AREA MERCITALIA,"VIA RIVOLTANA, 50/A",,,9.29609351,45.47696139,POINT (9.29609351 45.47696139),alta
MILANO,TURBIGO,MI226.0038,STAZIONE SOLLEVAMENTO,"VIA NOVARA, 47",,aree industriali in attività,8.72718949,45.52052589,POINT (8.72718949 45.52052589),alta
LECCO,CALOLZIOCORTE,LC013.0016,PARCO VIA DI VITTORIO,VIA GIUSEPPE DI VITTORIO,(*),altri siti non meglio specificati,9.43630502,45.79311294,POINT (9.43630502 45.79311294),alta
MANTOVA,CASTIGLIONE DELLE STIVIERE,MN017.0016,AUTOLAVAGGIO DITTA BERTANI TRASPORTI SpA,"VIA CONTE CAMILLO BENSO DI CAVOUR, 58",,aree industriali in attività,10.47993537,45.39003444,POINT (10.47993537 45.39003444),alta
VARESE,BESNATE,VA012.0008,AREA VIA TOSCANINI,VIA ARTURO TOSCANINI,,discariche abusive o incontrollate,8.76683533,45.69379125,POINT (8.76683533 45.69379125),alta
MILANO,MILANO,MI146.0644,PRU Pompeo Leoni/Pietrasanta area ex Pirelli,"VIA GIUSEPPE RIPAMONTI, 88",,aree industriali dismesse,9.19888259,45.44296056,POINT (9.19888259 45.44296056),alta
BRESCIA,MONTICELLI BRUSATI,BS112.0001,ERCOS SPA,VIA BRESCIA,,aree industriali dismesse,10.0972065,45.63444101,POINT (10.0972065 45.63444101),bassa
MONZA E DELLA BRIANZA,MONZA,MI149.0053,AREA DI VIA BLANDORIA,VIA DELLA BLANDORIA,,aree agricole oggetto di spandimento incontrollato,9.29421283,45.59543152,POINT (9.29421283 45.59543152),alta
MILANO,CORSICO,MI093.0035,AREA EX BURGO,VIA GUGLIELMO OBERDAN,,aree industriali dismesse,9.1049818,45.4304389,POINT (9.1049818 45.4304389),alta
BRESCIA,BAGNOLO MELLA,BS009.0004,Ex Consorzio agrario fabbrica concimi,"VIA GUGLIELMO MARCONI, 22",,aree industriali dismesse,10.18109194,45.42638625,POINT (10.18109194 45.42638625),alta
BRESCIA,MONTICHIARI,BS113.0003,Ex Cava Accini,LOCALITA' TERMINONI,,discariche abusive o incontrollate,10.38811479,45.40366539,POINT (10.38811479 45.40366539),bassa
MILANO,RESCALDINA,MI181.0003,DITTA COLOMBO SPA,"VIA GRIGNA, 32",,aree industriali in attività,8.96421985,45.61676805,POINT (8.96421985 45.61676805),alta
MILANO,LEGNANO,MI118.0064,EX OFFICINE GALVANICHE ZANZOTTERA,"VIA CRISTOFORO COLOMBO, 28",,aree industriali dismesse,8.90712017,45.59525422,POINT (8.90712017 45.59525422),alta
BRESCIA,GAMBARA,BS073.0004,GALVANICA SKIN DI MORENI PIERINO,CASCINA AURORA CORVIONE,,aree industriali dismesse,10.33654155,45.27152609,POINT (10.33654155 45.27152609),alta
LODI,CASALPUSTERLENGO,LO010.0004,Area ex Samor,VIALE GENERALE LUIGI CADORNA,,aree industriali dismesse,9.64719205,45.18389658,POINT (9.64719205 45.18389658),alta
MILANO,MILANO,MI146.0011,"ex Distillerie Lombarde di Catrame, CASCINA ROSSA SRL","VIA ENRICO COSENZ, 54",,aree industriali dismesse,9.16299434,45.50703726,POINT (9.16299434 45.50703726),alta
BERGAMO,ALME,BG005.0003,PV Q8 N. 1412,"VIALE ANTONIO LOCATELLI, 19",,altri siti non meglio specificati,9.62071578,45.73986857,POINT (9.62071578 45.73986857),alta
LODI,MONTANASO LOMBARDO,LO040.0006,SOTTOSTAZIONE TERNA,VIA EMILIA,,aree industriali in attività,9.4514101,45.32476265,POINT (9.4514101 45.32476265),alta
PAVIA,VOGHERA,PV182.0005,EX DITTA GROVE DRESSER ITALIA SRL - COOPER CAMERON VALVES,"VIA ITALO BETTO, 11",,discariche abusive o incontrollate,9.04234124,45.00068977,POINT (9.04234124 45.00068977),alta
MILANO,MILANO,MI146.3374,"PV CARBURANTI ACI, DISMESSO","VIA RAVENNA, 25",,impianti di stoccaggio o adduzione carburanti,9.21995234,45.43488028,POINT (9.21995234 45.43488028),alta
MILANO,MILANO,MI146.4075,AREA DI VIA FARINI,"VIA CARLO FARINI, 68",,aree industriali in attività,9.18415342,45.49614206,POINT (9.18415342 45.49614206),alta
MANTOVA,PEGOGNAGA,MN039.0006,PV TAMOIL 1293,"VIA GUGLIELMO MARCONI, 4",,impianti di stoccaggio o adduzione carburanti,10.85770906,44.99704546,POINT (10.85770906 44.99704546),alta
BERGAMO,TREVIGLIO,BG219.0007,INDUSTRIE CHIMICHE ING. BONELLI S.P.A.,"VIA CASIRATE VECCHIA, 4",,aree industriali in attività,9.58643074,45.51308714,POINT (9.58643074 45.51308714),alta
CREMONA,OFFANENGO,CR062.0001,STABILIMENTO BOSCH VHIT SPA,"VIA CIRCONVALLAZIONE SUD, 22",,aree industriali in attività,9.73990474,45.37627223,POINT (9.73990474 45.37627223),alta
MANTOVA,MANTOVA,MN030.0065,CORTILE SEDE ARPA,"VIALE DEL RISORGIMENTO, 43",(*),altri siti non meglio specificati,10.79013355,45.1492582,POINT (10.79013355 45.1492582),alta
MANTOVA,CASTIGLIONE DELLE STIVIERE,MN017.0006,RUBINETTERIA RAPETTI EX AREA INDUSTRIALE,VIA SAN MARTINO DELLA BATTAGLIA,,aree industriali dismesse,10.50081158,45.38505076,POINT (10.50081158 45.38505076),alta
LECCO,MISSAGLIA,LC049.0005,"""SPREAFICO CARNI EX AREA INDUSTRIALE ""","CORSO EUROPA, 21",(*),aree industriali dismesse,9.34433042,45.70474775,POINT (9.34433042 45.70474775),alta
MILANO,MILANO,MI146.0626,MILANFER S.r.l.,"VIA SELVANESCO, 57",,operazioni di recupero rifiuti,9.18718218,45.41639975,POINT (9.18718218 45.41639975),alta
BERGAMO,BAGNATICA,BG018.0002,DISCARICA ABUSIVA,VIA QUINTO ALPINI,,discariche abusive o incontrollate,9.77879135,45.65085224,POINT (9.77879135 45.65085224),alta
VARESE,MALNATE,VA096.0003,EX CAVA CATTANEO,STRADA STATALE 342,,smaltimenti non autorizzati - abbandono rifiuti,8.88047458,45.79919749,POINT (8.88047458 45.79919749),alta
LODI,CRESPIATICA,LO025.0001,N.E.T. ex RA.BO International,"VIA DANTE ALIGHIERI, 51",,aree industriali dismesse,9.57712698,45.3501884,POINT (9.57712698 45.3501884),alta
BERGAMO,RANICA,BG178.0003,PUNTO 5 S.R.L.,"VIA GUGLIELMO MARCONI, 125",,impianti di stoccaggio o adduzione carburanti,9.71351449,45.72030509,POINT (9.71351449 45.72030509),alta
MILANO,COLOGNO MONZESE,MI081.0079,EX STOPPANI - SITO DI INTERESSE REGIONALE - VEDI STOPPANI IN COMUNE DI BRUGHERIO,"VIALE LOMBARDIA, 2",,aree industriali in attività,9.2748126,45.5349547,POINT (9.2748126 45.5349547),alta
BRESCIA,GAMBARA,BS073.0006,ENEL TRASFORMATORE PTP N. 22667,VIA BRESCIA-CASCINA SAN POLO,,rilasci accidentali o dolosi di sostanze,10.3119318,45.23399989,POINT (10.3119318 45.23399989),bassa
MILANO,MILANO,MI146.3537,AREA PROPRIETÀ SOLEIL SRL,"VIA CADUTI DI MARCINELLE, 11",,aree industriali dismesse,9.2486295,45.48087779,POINT (9.2486295 45.48087779),alta
VARESE,UBOLDO,VA130.0015,CAVA FUSI,S.P.527,,operazioni di recupero rifiuti,8.99329289,45.61222777,POINT (8.99329289 45.61222777),bassa
MILANO,MILANO,MI146.0356,DEPOSITO EX AUTOMAROCCHI SPA - SHELL ITALIA,"VIA DELLA CHIESA ROSSA, 277",,aree industriali in attività,9.16323454,45.41329275,POINT (9.16323454 45.41329275),alta
MILANO,ROZZANO,MI189.0080,"Area sita presso Comprensorio Milanofiori, DISPERSIONE GASOLIO",STRADA 8 PALAZZO N MILANOFIORI,,rilasci accidentali o dolosi di sostanze,9.16423985,45.38397635,POINT (9.16423985 45.38397635),bassa
LODI,SANT ANGELO LODIGIANO,LO050.0001,Ex DITTA ELETTROGALVANICA CELLA snc,"VIA FILIPPO TURATI, 3/5",(*),aree industriali dismesse,9.39576678,45.23108503,POINT (9.39576678 45.23108503),alta
MILANO,MILANO,MI146.4120,CA.LUPO SRL,"CORSO DI PORTA VITTORIA, 51",,aree industriali dismesse,9.20551679,45.46235225,POINT (9.20551679 45.46235225),alta
MILANO,RESCALDINA,MI181.0013,AREA DI VIA F.LLI ROSSELLINI,VIA F.LLI ROSSELLINI 2,(*),altri siti non meglio specificati,8.9539305,45.6169821,POINT (8.9539305 45.6169821),bassa
MILANO,MILANO,MI146.4225,CONSORZIO AGRARIO EX,"VIA GIUSEPPE RIPAMONTI, 37",,aree industriali dismesse,9.19881139,45.44410928,POINT (9.19881139 45.44410928),alta
MONZA E DELLA BRIANZA,VERANO BRIANZA,MI234.0001,"Area cimiteriale, abbandono rifiuti",,,smaltimenti non autorizzati - abbandono rifiuti,9.22356495,45.6846635,POINT (9.22356495 45.6846635),bassa
VARESE,SARONNO,VA119.0002,AREA MMOBILIARE G.B. SARONNO SPA,"VIA MILANO, 11",,aree industriali dismesse,9.03363653,45.61733229,POINT (9.03363653 45.61733229),alta
BERGAMO,VERDELLINO,BG232.0006,RUBINETTERIE MARIANI S.R.L.,"VIALE BERLINO, 2/4",,aree industriali in attività,9.6173187,45.59450715,POINT (9.6173187 45.59450715),alta
CREMONA,CREMONA,CR036.0008,TAMOIL RAFFINAZIONE SPA,PIAZZALE CADUTI DEL LAVORO,,aree industriali in attività,9.99780912,45.13288137,POINT (9.99780912 45.13288137),alta
MONZA E DELLA BRIANZA,CORNATE D ADDA,MI088.0005,AREA EX CASCHI NAVA (EMC3),VIA NAZARIO SAURO E GRAMSCI 5,(*),aree industriali dismesse,9.46168907,45.64944114,POINT (9.46168907 45.64944114),alta
PAVIA,CASSOLNOVO,PV035.0004,OLEODOTTO SARPOM,FRAZIONE VILLANOVA,,impianti di stoccaggio o adduzione carburanti,8.7939065,45.36836881,POINT (8.7939065 45.36836881),bassa
MILANO,COLOGNO MONZESE,MI081.0113,AREA DI VIA CAMPANIA,"VIALE CAMPANIA, 12/14",,altri siti non meglio specificati,9.2824374,45.53824935,POINT (9.2824374 45.53824935),alta
LECCO,CALOLZIOCORTE,LC013.0006,EX PV Q8 NUMERO 1403,"CORSO DANTE ALIGHIERI, 39",(*),impianti di stoccaggio o adduzione carburanti,9.42712459,45.80382847,POINT (9.42712459 45.80382847),alta
MILANO,CASTANO PRIMO,MI062.0002,AREE SPAGLIAMENTO FOGNATURA,LOCALITA' MALVAGLIO-SOMELLI,,aree di spagliamento reflui fognari,8.77010372,45.54514098,POINT (8.77010372 45.54514098),alta
MILANO,MILANO,MI146.4157,AREA DI VIA BONCOMPAGNI,"VIA CARLO BONCOMPAGNI, 101",,aree industriali dismesse,9.23695905,45.43558235,POINT (9.23695905 45.43558235),alta
BRESCIA,CALVISANO,BS034.0001,EX ACCIAIERIA SISVA srl,"VIA BRESCIA, 33",,aree industriali dismesse,10.34049349,45.35351185,POINT (10.34049349 45.35351185),alta
MILANO,SETTIMO MILANESE,MI211.0006,IBA PNEUMATICI SRL,"VIA MELEGNANO, 26",(*),aree industriali in attività,9.07264502,45.46398462,POINT (9.07264502 45.46398462),alta
MONZA E DELLA BRIANZA,VIMERCATE,MI241.0013,CONSORZIO AGRARIO - PUNTO VENDITA,"VIALE LUIGI RONCHI, 5",,aree industriali dismesse,9.36515551,45.61241277,POINT (9.36515551 45.61241277),alta
MILANO,BARANZATE,MI250.0033,NEOPHARMED SPA,"VIA MONTE PORDOI, 18",,aree industriali dismesse,9.1170112,45.5273901,POINT (9.1170112 45.5273901),bassa
VARESE,LAVENO - MOMBELLO,VA087.0002,CERAMICA INDUSTRIALE DI LAVENO VERBANO COOP. a.r.l. - ex RICHARD GINORI,VIA XXV APRILE,(*),discariche autorizzate,8.62874886,45.89760165,POINT (8.62874886 45.89760165),alta
VARESE,CROSIO DELLA VALLE,VA057.0002,P.V. AGIP 2848,"VIA RISORGIMENTO, 12",,impianti di stoccaggio o adduzione carburanti,8.76697522,45.76265637,POINT (8.76697522 45.76265637),alta
MONZA E DELLA BRIANZA,BESANA IN BRIANZA,MI021.0009,P.V. ESSO 0026,"VIALE KENNEDY, 21",,impianti di stoccaggio o adduzione carburanti,9.27428745,45.69164733,POINT (9.27428745 45.69164733),bassa
PAVIA,PAVIA,PV110.0010,"PUNTO VENDITA CARBURANTE AGIP PETROLI, PV 2280","VIALE BRAMANTE, 50",,impianti di stoccaggio o adduzione carburanti,9.14343434,45.1695294,POINT (9.14343434 45.1695294),alta
MONZA E DELLA BRIANZA,MONZA,MI149.0078,COSMALVER,"VIALE SICILIA, 114",,aree industriali in attività,9.31744699,45.58034296,POINT (9.31744699 45.58034296),alta
MANTOVA,MANTOVA,MN030.0044,P.V. AGIP 2094,LOCALITA' LUNETTA,,impianti di stoccaggio o adduzione carburanti,10.81752638,45.1629124,POINT (10.81752638 45.1629124),alta
LODI,LODI VECCHIO,LO032.0002,SOCIETA' SIGEMI SRL,LOCALITA' PEZZOLO,,rilasci accidentali o dolosi di sostanze,9.41614675,45.30013353,POINT (9.41614675 45.30013353),bassa
SONDRIO,VALDISOTTO,SO072.0003,VIA ALLE SCUOLE - Località OGA,VIA ALLE SCUOLE,,altri siti non meglio specificati,10.34722433,46.46293664,POINT (10.34722433 46.46293664),alta
MILANO,BUCCINASCO,MI036.0002,area comunale,VIA RESISTENZA ND,,smaltimenti non autorizzati - abbandono rifiuti,9.11265704,45.42247514,POINT (9.11265704 45.42247514),alta
BERGAMO,BONATE SOTTO,BG031.0004,EX VALLI & VALLI,"VIA XXV APRILE, 22",,aree industriali dismesse,9.55492671,45.66743161,POINT (9.55492671 45.66743161),alta
BERGAMO,CISANO BERGAMASCO,BG074.0002,EX PELLEGRINI,"VIA GIUSEPPE MAZZINI, 20",,aree industriali dismesse,9.47729356,45.73978957,POINT (9.47729356 45.73978957),alta
MILANO,MILANO,MI146.0226,P.V. SHELL 49274,"VIA DELLA CHIESA ROSSA, 157",(*),impianti di stoccaggio o adduzione carburanti,9.16909229,45.42513982,POINT (9.16909229 45.42513982),alta
BRESCIA,VILLA CARCINA,BS199.0011,TIMKEN ITALIA SRL,"VIA FIUME MELLA, 13",,aree industriali in attività,10.19616074,45.64142237,POINT (10.19616074 45.64142237),alta
PAVIA,PAVIA,PV110.0004,EX AREA MARELLI - FIVRE,"VIA FABIO FILZI, 1",,aree industriali dismesse,9.14917005,45.19075454,POINT (9.14917005 45.19075454),alta
MILANO,MILANO,MI146.4269,AREA VIA FAUCHÈ,"VIA GIOVANNI BATTISTA FAUCHE', 9",,aree industriali dismesse,9.16515515,45.48492981,POINT (9.16515515 45.48492981),alta
MILANO,CORNAREDO,MI087.0003,DITTA LUBRA S.p.A.,"VIA EDISON, 4",(*),aree industriali in attività,9.03398597,45.48462368,POINT (9.03398597 45.48462368),alta
MANTOVA,GOITO,MN026.0014,RSA,"VIA CESARE BATTISTI, 17",,rilasci accidentali o dolosi di sostanze,10.66894081,45.2562551,POINT (10.66894081 45.2562551),alta
BERGAMO,TORRE PALLAVICINA,BG217.0001,Ex CAVA TELGATA Srl,,,attività minerarie o estrattive,9.85958345,45.44849611,POINT (9.85958345 45.44849611),bassa
MILANO,MELEGNANO,MI140.0011,PROPRIETA' G.M. SRL E TREROSSI SAS (parte dell'ex sito industriale CHIMICA SARONIO),VIALE DELLA REPUBBLICA,(*),aree industriali dismesse,9.31604966,45.35790827,POINT (9.31604966 45.35790827),alta
COMO,VERCANA,CO239.0002,Dismissione serbatoio gasolio,"VIA PROVINCIALE, 11",,rilasci accidentali o dolosi di sostanze,9.33500234,46.15963128,POINT (9.33500234 46.15963128),alta
